         9 360.330000 658.680000  37.608000   0.017000 535.573000   90555.025000         OK  12.000000   0.000000   0.000000   annulus     circle
        10 331.420000 890.520000  37.913000   0.012000 507.795000   68337.653000         OK  12.000000   0.000000   0.000000   annulus     circle
        11 119.840000 624.740000  39.395000   0.043000 503.581000   17455.347000         OK  12.000000   0.000000   0.000000   annulus     circle
        12 101.500000 605.010000  38.933000   0.029000 501.755000   26724.090000         OK  12.000000   0.000000   0.000000   annulus     circle
