wave_peak	wave_base	wave_top	note
639.36018	639.28348	639.39748	Fe 1
640.00004	639.91648	640.09648	Fe 1
640.80176	640.76448	640.83848	Fe 1
641.16463	641.12848	641.20448	Fe 1
641.69177	641.61148	641.73248	Fe 2
641.99439	641.93248	642.07648	Fe 1
642.13510	642.07648	642.25148	Fe 1
643.08447	643.01148	643.13348	Fe 1
643.26789	643.22648	643.30648	Fe 2*
643.90717	643.82348	643.99648	Ca 1
644.98277	644.69948	644.98948	Ca 1
