objName,objID,objInfoFlag,qualityFlag,raMean,decMean,epochMean,ng,nr,ni,nz,ny,gMeanApMag,gMeanApMagErr,rMeanApMag,rMeanApMagErr,iMeanApMag,iMeanApMagErr,zMeanApMag,zMeanApMagErr,yMeanApMag,yMeanApMagErr
PSO J167.3593-12.9411,92471673593001023,277348352,33,167.35929727,-12.94111305,56358.38790509,0,1,0,0,0,-999.0,-999.0,20.159799575805664,0.06915300339460373,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3594-12.9415,92471673595180478,268959744,32,167.35944141,-12.94153732,56370.08662037,1,0,1,0,0,22.275999069213867,0.252236008644104,-999.0,-999.0,19.691999435424805,0.08167099952697754,-999.0,-999.0,-999.0,-999.0
PSO J167.3597-12.9400,92471673596052460,302067712,36,167.35968264,-12.93996233,57009.61668981,1,0,1,0,0,22.86949920654297,0.27910301089286804,-999.0,-999.0,20.64459991455078,0.1850380003452301,-999.0,-999.0,-999.0,-999.0
PSO J167.3600-12.9363,92471673599876795,310456320,37,167.35995219,-12.93632764,56727.4015625,0,1,0,0,0,-999.0,-999.0,19.923900604248047,0.1311199963092804,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3609-12.9408,92471673609411414,310456320,37,167.36090083,-12.94080761,57038.60939815,0,1,0,0,0,-999.0,-999.0,20.917200088500977,0.1638830006122589,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3642-12.9365,92471673642146542,268513280,32,167.36418289,-12.93653878,55570.63616898,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.695599555969238,0.0017389999702572823,-999.0,-999.0
PSO J167.3643-12.9363,92471673642816777,268959744,32,167.36428183,-12.93632678,-999.0,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3643-12.9341,92471673643629404,302067712,36,167.3643256,-12.93414871,57001.64277778,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,23.252099990844727,0.32185399532318115,-999.0,-999.0,-999.0,-999.0
PSO J167.3646-12.9382,92471673646734507,302067712,36,167.36464285,-12.93823291,55570.63616898,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.516199111938477,0.002920999890193343,-999.0,-999.0
PSO J167.3654-12.9411,92471673654261056,268959744,32,167.36542233,-12.94109257,56644.64133102,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.78179931640625,0.17910000681877136,-999.0,-999.0
PSO J167.3656-12.9374,92471673656195584,268959744,32,167.36557371,-12.93741471,57001.64478009,0,0,2,0,0,-999.0,-999.0,-999.0,-999.0,22.67329978942871,0.26522698998451233,-999.0,-999.0,-999.0,-999.0
PSO J167.3658-12.9398,92471673658512581,268959744,32,167.36584729,-12.93982234,56644.64133102,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.66790008544922,0.21066300570964813,-999.0,-999.0
PSO J167.3665-12.9342,92471673665359327,268959744,32,167.3665338,-12.93419316,55934.57872685,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.74220085144043,0.2151380032300949
PSO J167.3667-12.9371,92471673667465861,268959744,32,167.36674254,-12.93709015,56644.64133102,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.089399337768555,0.2808839976787567,-999.0,-999.0
PSO J167.3667-12.9381,92471673667524728,310456320,37,167.36670993,-12.93805018,55267.42259259,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,19.44610023498535,0.1033720001578331,-999.0,-999.0,-999.0,-999.0
PSO J167.3671-12.9392,92471673671583342,310456320,37,167.36712034,-12.93921025,55268.46212963,0,1,0,0,0,-999.0,-999.0,20.756999969482422,0.17515799403190613,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3674-12.9381,92471673674624684,302067712,36,167.367425,-12.9380813,55274.39321759,1,0,0,0,0,20.73200035095215,0.1826770007610321,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3676-12.9348,92471673676848709,310456320,37,167.3676465,-12.9347996,55267.4259838,0,0,2,1,0,-999.0,-999.0,-999.0,-999.0,19.321300506591797,0.14157000184059143,20.805400848388672,0.239315003156662,-999.0,-999.0
PSO J167.3679-12.9349,92471673679738423,436527104,52,167.36794715634016,-12.93490702231277,56597.52670034438,0,5,3,3,0,-999.0,-999.0,21.66710090637207,0.1964620053768158,20.9596004486084,0.48765701055526733,20.771299362182617,0.06792599707841873,-999.0,-999.0
PSO J167.3681-12.9396,92471673680842842,1343750144,160,167.36808464,-12.93960681,56107.56878472,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3686-12.9342,92471673686169324,302067712,36,167.36857792,-12.9342245,55268.45321759,0,1,0,0,1,-999.0,-999.0,20.631799697875977,0.1660189926624298,-999.0,-999.0,-999.0,-999.0,20.593700408935547,0.22180800139904022
PSO J167.3690-12.9387,92471673690163963,277348352,33,167.36902866,-12.93866261,57038.57721065,0,1,0,0,0,-999.0,-999.0,21.540000915527344,0.14493000507354736,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3690-12.9384,92471673691084378,444915712,53,167.36903855885205,-12.938358307599412,56391.26781059196,14,15,20,16,6,20.04829978942871,0.047589000314474106,19.60759925842285,0.019673999398946762,19.515199661254883,0.022425999864935875,19.58839988708496,0.021376999095082283,19.55780029296875,0.18980400264263153
PSO J167.3693-12.9350,92471673693098395,268959744,32,167.36930838,-12.93496907,55934.57872685,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.43910026550293,0.1676730066537857
PSO J167.3713-12.9355,92471673712547763,268959744,32,167.37125241,-12.93549599,55934.57872685,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3725-12.9348,92471673724718606,268959744,32,167.37246907,-12.93479181,55274.41383102,1,0,0,0,0,23.159299850463867,0.42605099081993103,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3727-12.9353,92471673727838076,310456320,37,167.37274135,-12.93525921,57038.60939815,0,1,0,0,0,-999.0,-999.0,21.375499725341797,0.15603700280189514,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3736-12.9338,92471673735889840,268959744,32,167.37358158,-12.93378047,56007.38626157,0,1,0,0,0,-999.0,-999.0,21.884199142456055,0.3599269986152649,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3742-12.9364,92471673742196655,268959744,32,167.37421817,-12.9364188,55934.57872685,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.86370086669922,0.1807679980993271
PSO J167.3744-12.9389,92471673744103705,268959744,32,167.37441015,-12.93888682,-999.0,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3749-12.9408,92471673749041451,302067712,36,167.37487175,-12.94077552,55675.27780093,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.297100067138672,0.2721939980983734,-999.0,-999.0
PSO J167.3752-12.9407,92471673752581493,310456320,37,167.37523182,-12.94074035,55268.46153935,0,1,0,0,0,-999.0,-999.0,20.06450080871582,0.1336279958486557,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3754-12.9358,92471673753867446,268959744,32,167.37537529,-12.93576286,56059.24815972,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.32659912109375,0.30480000376701355
PSO J167.3758-12.9411,92471673758241159,436363264,52,167.37580794817572,-12.941090610321924,56699.667487094106,0,2,3,1,0,-999.0,-999.0,21.51490020751953,0.18203100562095642,21.504499435424805,0.07307100296020508,21.641599655151367,0.20322400331497192,-999.0,-999.0
PSO J167.3761-12.9365,92471673761216513,268959744,32,167.3761218,-12.93654019,55934.56695602,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.502899169921875,0.2654919922351837
PSO J167.3769-12.9361,92471673768597024,268959744,32,167.37685216,-12.93611746,55606.57704861,0,1,0,0,0,-999.0,-999.0,20.694000244140625,0.07836200296878815,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3771-12.9417,92471673770700289,268959744,32,167.37707185,-12.94172488,55268.46153935,0,1,0,0,0,-999.0,-999.0,21.174299240112305,0.24298599362373352,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3771-12.9360,92471673771657198,503635968,60,167.37711763201187,-12.935981676052254,56074.46682127693,13,16,17,13,14,21.240400314331055,0.12116300314664841,19.86870002746582,0.02181899920105934,18.450300216674805,0.014329000376164913,17.785600662231445,0.011452999897301197,17.465700149536133,0.005415000021457672
PSO J167.3772-12.9357,92471673772237590,302067712,36,167.37718674,-12.93565923,57001.64277778,0,0,3,0,0,-999.0,-999.0,-999.0,-999.0,21.68670082092285,0.15382499992847443,-999.0,-999.0,-999.0,-999.0
PSO J167.3777-12.9387,92471673776603944,268959744,32,167.37765904,-12.938675,55274.42299769,1,0,0,0,0,20.256999969482422,0.22239500284194946,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3787-12.9400,92471673787222385,404226048,48,167.37872229,-12.93998867,56107.56878472,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3789-12.9377,92471673788785111,268959744,32,167.37887661,-12.93770575,55934.57872685,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.195999145507812,0.27994900941848755
PSO J167.3789-12.9358,92471673788817370,268959744,32,167.37888253,-12.93582331,55268.45263889,0,1,0,0,0,-999.0,-999.0,21.379600524902344,0.25075799226760864,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3790-12.9346,92471673789558865,268959744,32,167.37895325,-12.93457441,55274.42299769,1,0,0,0,0,21.87619972229004,0.2585650086402893,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3790-12.9343,92471673789579255,268959744,32,167.37895905,-12.93425273,55268.46153935,0,1,0,0,0,-999.0,-999.0,22.057600021362305,0.2573300004005432,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3792-12.9353,92471673792158064,404226048,48,167.37921461,-12.93525523,56107.56878472,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3792-12.9403,92471673792221967,268959744,32,167.37921988,-12.94032225,55274.42299769,1,0,0,0,0,20.290700912475586,0.23608799278736115,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3794-12.9364,92471673794626665,302067712,36,167.37941683,-12.93643095,56709.48876157,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,22.118000030517578,0.20990900695323944,-999.0,-999.0,-999.0,-999.0
PSO J167.3800-12.9409,92471673800431314,436285440,52,167.38000335,-12.9408887,56451.27403935,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.439899444580078,0.19850300252437592,-999.0,-999.0
PSO J167.3801-12.9358,92471673801277398,268959744,32,167.38012412,-12.93581112,57009.61668981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.379499435424805,0.2640259861946106,-999.0,-999.0,-999.0,-999.0
PSO J167.3808-12.9368,92471673808236178,268959744,32,167.38082169,-12.93681358,55274.42299769,1,0,0,0,0,22.123199462890625,0.3343290090560913,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3810-12.9389,92471673810473648,268513280,32,167.38099952,-12.9389483,56451.2481713,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.94379997253418,0.02502400055527687
PSO J167.3814-12.9353,92471673814487708,1343750144,160,167.38136085,-12.93533563,56107.56878472,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,23.100000381469727,0.39827999472618103,-999.0,-999.0,-999.0,-999.0
PSO J167.3816-12.9359,92471673816077288,268959744,32,167.38160511,-12.93589521,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.654300689697266,0.23122499883174896,-999.0,-999.0,-999.0,-999.0
PSO J167.3829-12.9349,92471673829078465,1343750144,160,167.38293225,-12.93490531,56302.41716435,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3832-12.9351,92471673832128295,310456320,37,167.38318461,-12.93506232,57038.58784722,0,1,0,0,0,-999.0,-999.0,21.361000061035156,0.1769299954175949,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3838-12.9360,92471673838387162,268959744,32,167.38383691,-12.93599985,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.59760093688965,0.24041399359703064,-999.0,-999.0,-999.0,-999.0
PSO J167.3848-12.9360,92471673848797224,310456320,37,167.38484851,-12.93595445,57038.59854167,0,1,0,0,0,-999.0,-999.0,21.770099639892578,0.1958570033311844,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3854-12.9343,92471673854209207,310456320,37,167.38539155,-12.93430154,57038.58784722,0,1,0,0,0,-999.0,-999.0,21.201200485229492,0.16913199424743652,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3861-12.9390,92471673861693641,268513280,32,167.38612275,-12.93895401,56451.2481713,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.558700561523438,0.009669999592006207
PSO J167.3863-12.9362,92471673862966931,268959744,32,167.3862939,-12.93619253,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.42449951171875,0.20416000485420227,-999.0,-999.0,-999.0,-999.0
PSO J167.3863-12.9348,92471673863298649,310456320,37,167.38629877,-12.93476701,57038.59854167,0,1,0,0,0,-999.0,-999.0,20.858400344848633,0.14827600121498108,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3870-12.9362,92471673869856969,1384198144,165,167.38695619,-12.9361665,57038.58784722,0,1,0,0,0,-999.0,-999.0,21.141700744628906,0.1952120065689087,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3876-12.9361,92471673876186985,268959744,32,167.38761631,-12.93614736,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,22.31839942932129,0.27415400743484497,-999.0,-999.0,-999.0,-999.0
PSO J167.3876-12.9352,92471673876278151,310456320,37,167.38759777,-12.93518195,57038.58784722,0,1,0,0,0,-999.0,-999.0,20.943099975585938,0.14552700519561768,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3887-12.9361,92471673887527054,310456320,37,167.38872106,-12.93609568,57038.59854167,0,1,0,0,0,-999.0,-999.0,21.22260093688965,0.1849460005760193,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3894-12.9394,92471673894453067,268959744,32,167.38944166,-12.93941388,57001.64277778,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,23.00279998779297,0.27137699723243713,-999.0,-999.0,-999.0,-999.0
PSO J167.3897-12.9378,92471673895804741,404226048,48,167.38970772,-12.93778365,56118.63878472,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3898-12.9417,92471673898570310,302067712,36,167.38981934,-12.94172528,55274.39321759,1,0,0,0,0,20.339000701904297,0.19222399592399597,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3902-12.9364,92471673901996689,268959744,32,167.39019579,-12.93640127,57009.61668981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.39259910583496,0.22887800633907318,-999.0,-999.0,-999.0,-999.0
PSO J167.3908-12.9344,92471673908139083,268959744,32,167.39080332,-12.93439447,56059.24815972,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.231399536132812,0.282245010137558
PSO J167.3914-12.9363,92471673913616820,268959744,32,167.39135909,-12.93628539,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.518600463867188,0.2506769895553589,-999.0,-999.0,-999.0,-999.0
PSO J167.3915-12.9406,92471673915311651,268513280,32,167.39148934,-12.94061279,56422.27990741,1,0,0,0,0,18.537700653076172,0.00774300005286932,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3922-12.9346,92471673921648893,268959744,32,167.39216031,-12.93455813,56059.23576389,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.281700134277344,0.2242880016565323
PSO J167.3932-12.9365,92471673931856513,268959744,32,167.39318315,-12.93654096,57009.62793981,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.78580093383789,0.20124800503253937,-999.0,-999.0,-999.0,-999.0
PSO J167.3935-12.9377,92471673933325109,436527104,52,167.39345260282585,-12.93772732000178,56562.70584119962,5,9,11,3,0,21.969900131225586,0.1561329960823059,21.005199432373047,0.06543400138616562,20.797800064086914,0.04799199849367142,21.15089988708496,0.00023200000578071922,-999.0,-999.0
PSO J167.3937-12.9378,92471673937015049,310456320,37,167.39366204,-12.93778173,56727.41305556,0,1,0,0,0,-999.0,-999.0,20.38610076904297,0.1596509963274002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3951-12.9405,92471673951091707,268959744,32,167.39511001,-12.94053297,55675.26740741,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.530899047851562,0.26287099719047546,-999.0,-999.0
PSO J167.3957-12.9360,92471673956687177,268959744,32,167.39566834,-12.9359937,-999.0,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3964-12.9374,92471673964355465,1343750144,160,167.39643556,-12.9374248,56197.08831019,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3969-12.9364,92471673968976682,268959744,32,167.39689798,-12.93640592,-999.0,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3969-12.9364,92471673968976683,268959744,32,167.3968979,-12.9364057,-999.0,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3978-12.9388,92471673978223857,302067712,36,167.39779616,-12.93877727,55268.45263889,0,1,0,0,0,-999.0,-999.0,21.47570037841797,0.18697400391101837,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.3980-12.9389,92471673981453697,436527104,52,167.39801036752837,-12.938936968648441,55962.23157033775,0,6,9,10,2,-999.0,-999.0,20.61829948425293,0.3652229905128479,20.629199981689453,0.09055499732494354,20.440399169921875,0.11981400102376938,19.923099517822266,0.031248999759554863
PSO J167.3980-12.9358,92471673982067401,310456320,37,167.39795323,-12.93579434,56007.37486111,0,1,1,0,0,-999.0,-999.0,20.014400482177734,0.13719700276851654,20.324600219726562,0.21651099622249603,-999.0,-999.0,-999.0,-999.0
PSO J167.3986-12.9375,92471673986365387,268959744,32,167.39863578,-12.937483,55933.65268519,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.918100357055664,0.22662299871444702,-999.0,-999.0
PSO J167.3999-12.9363,92471673999446848,310456320,37,167.39989448,-12.9362895,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.01180076599121,0.18202100694179535,-999.0,-999.0,-999.0,-999.0
PSO J167.4001-12.9409,92471673999481407,436527104,52,167.4000807703494,-12.940855407862625,56641.92222466479,1,11,15,8,0,21.915199279785156,0.1730249971151352,21.24489974975586,0.06064099818468094,20.938800811767578,0.076385997235775,20.78219985961914,0.07804100215435028,-999.0,-999.0
PSO J167.4002-12.9379,92471674002074974,302067712,36,167.40016726,-12.93785469,56004.40751157,1,0,0,0,0,20.810300827026367,0.17742900550365448,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4006-12.9370,92471674006296016,310456320,37,167.40057976,-12.93698214,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.096399307250977,0.16847799718379974,-999.0,-999.0,-999.0,-999.0
PSO J167.4015-12.9397,92471674014902784,268959744,32,167.40148834,-12.93965704,55933.6405787,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.653600692749023,0.2590729892253876,-999.0,-999.0
PSO J167.4017-12.9376,92471674017785258,310456320,37,167.40173441,-12.93761379,56007.37486111,0,1,0,0,0,-999.0,-999.0,19.902099609375,0.13059799373149872,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4027-12.9419,92471674027070087,268959744,32,167.40270013,-12.94189707,56371.35260417,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,23.320600509643555,0.30063000321388245,-999.0,-999.0,-999.0,-999.0
PSO J167.4028-12.9350,92471674028358402,268959744,32,167.40283522,-12.93496396,55590.5212037,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4028-12.9377,92471674028665102,310456320,37,167.40281583,-12.93774303,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,19.820199966430664,0.1537500023841858,-999.0,-999.0,-999.0,-999.0
PSO J167.4036-12.9383,92471674036904412,310456320,37,167.40364498,-12.93831835,56007.37486111,0,1,0,0,0,-999.0,-999.0,20.217599868774414,0.17086699604988098,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4045-12.9394,92471674044583046,268959744,32,167.40445159,-12.93943078,56004.40751157,1,0,0,0,0,21.791200637817383,0.2380490005016327,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4047-12.9419,92471674047380078,268513280,32,167.40468517,-12.94192762,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,19.080900192260742,0.011734999716281891,-999.0,-999.0,-999.0,-999.0
PSO J167.4047-12.9387,92471674047533963,310456320,37,167.40470138,-12.93869204,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.458900451660156,0.18200400471687317,-999.0,-999.0,-999.0,-999.0
PSO J167.4048-12.9377,92471674048275096,268959744,32,167.40482188,-12.93771354,56715.44516204,1,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4055-12.9412,92471674055650926,302067712,36,167.4055282,-12.9412157,56727.41305556,0,1,0,0,0,-999.0,-999.0,20.924299240112305,0.1599379926919937,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4057-12.9386,92471674057134042,310456320,37,167.40566723,-12.93862595,56007.37486111,0,1,0,0,0,-999.0,-999.0,20.673099517822266,0.17667800188064575,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4064-12.9395,92471674064102986,310456320,37,167.40635774,-12.93950529,55999.40173611,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.008499145507812,0.17528299987316132,-999.0,-999.0,-999.0,-999.0
PSO J167.4065-12.9398,92471674065132616,310456320,37,167.40646707,-12.93981393,56007.37486111,0,1,0,0,0,-999.0,-999.0,20.40369987487793,0.1608700007200241,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4070-12.9392,92471674069863277,268959744,32,167.40698014,-12.93920476,55333.28116898,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.420799255371094,0.2646400034427643,-999.0,-999.0
PSO J167.4072-12.9364,92471674072046648,302067712,36,167.4071631,-12.93644556,56715.43288194,1,0,0,0,0,21.98859977722168,0.1922069936990738,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4080-12.9413,92471674078051123,302067712,36,167.40796692529022,-12.941275102730287,56678.431066163415,0,2,1,0,1,-999.0,-999.0,21.122299194335938,0.00017800000205170363,21.5762996673584,0.19220499694347382,-999.0,-999.0,-999.0,-999.0
PSO J167.4079-12.9414,92471674079660605,436527104,52,167.40793157827164,-12.94142519499441,56554.94061221716,0,4,3,1,0,-999.0,-999.0,21.458900451660156,0.003120000008493662,20.891599655151367,0.032166000455617905,20.745399475097656,0.156808003783226,-999.0,-999.0
PSO J167.4084-12.9403,92471674084141991,310456320,37,167.40836881,-12.94033626,56007.37486111,0,1,0,0,0,-999.0,-999.0,19.972200393676758,0.14865100383758545,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4088-12.9413,92471674088050825,302067712,36,167.40876718,-12.94131048,56004.40751157,1,0,0,0,0,21.06060028076172,0.14161300659179688,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4094-12.9343,92471674094469161,268959744,32,167.40944374,-12.93433704,55570.64665509,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.394699096679688,0.20157000422477722,-999.0,-999.0
PSO J167.4096-12.9370,92471674096505910,268959744,32,167.40964988,-12.93704035,55590.5212037,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.752599716186523,0.21575799584388733
PSO J167.8700-12.6739,92791678699921644,268959744,32,167.86999179,-12.67393383,56709.48876157,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.8702-12.6679,92791678702588845,302067712,36,167.87021292,-12.66793671,55570.63616898,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.602800369262695,0.18188799917697906,-999.0,-999.0
PSO J167.8719-12.6671,92791678719149933,268959744,32,167.87189297,-12.66707511,56021.04626157,1,0,0,0,1,21.010799407958984,0.24195300042629242,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.8724-12.6681,92791678723738602,268959744,32,167.87236852,-12.66813767,56007.38146991,0,1,0,0,0,-999.0,-999.0,23.12969970703125,0.34782400727272034,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.8729-12.6716,92791678729194515,268959744,32,167.87292798,-12.6715564,56644.66206019,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.909900665283203,0.23701900243759155
PSO J167.8733-12.6740,92791678732731558,268959744,32,167.8732696,-12.67400504,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.09429931640625,0.2502889931201935,-999.0,-999.0
PSO J167.8734-12.6670,92791678734279979,268959744,32,167.87342964,-12.66699179,56059.23626157,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.026399612426758,0.21763800084590912
PSO J167.8744-12.6680,92791678743618751,268959744,32,167.87436575,-12.66801583,56007.35472222,1,0,0,0,0,21.98310089111328,0.31468498706817627,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
