wave_peak	wave_base	wave_top	note
442.79774	442.79400	442.80200	Mg 2
456.13599	456.13500	456.14100	Mg 1
457.10828	457.10700	457.11100	Mg 1
470.29906	470.25300	470.33400	Mg 1
472.99853	472.99200	473.00000	Mg 1
473.00222	473.00000	473.03200	Mg 1
552.84041	552.80800	552.88000	Mg 1
571.10888	571.10100	571.12100	Mg 1
578.53538	578.52900	578.54400	Mg 1
