wave_peak	wave_base	wave_top	note
466.48455	466.48300	466.49400	Na 1
466.85508	466.85000	466.85900	Na 1
466.85989	466.85900	466.86400	Na 1
474.78968	474.78000	474.79100	Na 1
475.18553	475.17500	475.19000	Na 1
497.85229	497.84000	497.85400	Na 1
568.25995	568.25000	568.26400	Na 1
568.81586	568.78600	568.81700	Na 1
568.82096	568.81700	568.82300	Na 1
568.82481	568.82300	568.85600	Na 1
616.07024	616.06500	616.07600	Na 1
