1                  306.50    694.00    38.023     0.066    7133.780   61771.814  OK  12.0  0.00   90.   annulus                  circle
2                  204.57    904.74    37.782     0.035    7012.052   77113.923  OK  12.0  0.00   90.   annulus                  circle
3                   90.69    584.52    38.961     0.105    7009.591   26032.730  OK  12.0  0.00   90.   annulus                  circle
4                   80.28    559.33    38.973     0.103    7019.368   25743.327  OK  12.0  0.00   90.   annulus                  circle
