waveobs	flux	err
394.76716	1e-10	0.0
394.76815999999997	0.7376493817795661	0.0
394.76915999999994	0.7266116532403261	0.0
394.7701599999999	0.7147298273701311	0.0
394.7711599999999	0.7031358530829774	0.0
394.7721599999999	0.6931801498223821	0.0
394.77315999999985	0.6859231330599579	0.0
394.7741599999998	0.6818542654742915	0.0
394.7751599999998	0.6810458092182212	0.0
394.7761599999998	0.6834452001310406	0.0
394.77715999999975	0.6890012976397905	0.0
394.77815999999973	0.6976078915914079	0.0
394.7791599999997	0.7089813329569319	0.0
394.7801599999997	0.7225752592607536	0.0
394.78115999999966	0.7376103316067487	0.0
394.78215999999964	0.7532289680087007	0.0
394.7831599999996	0.7687070670037648	0.0
394.7841599999996	0.7836027583186406	0.0
394.78515999999956	0.7977557284239913	0.0
394.78615999999954	0.8111422407992511	0.0
394.7871599999995	0.823669998193107	0.0
394.7881599999995	0.8350160106420008	0.0
394.78915999999947	0.8445741791748941	0.0
394.79015999999945	0.8515227175582946	0.0
394.7911599999994	0.8549770997120916	0.0
394.7921599999994	0.8541729669703106	0.0
394.7931599999994	0.84862113242687	0.0
394.79415999999935	0.8381909115310885	0.0
394.7951599999993	0.8231095466018449	0.0
394.7961599999993	0.8039039000971907	0.0
394.7971599999993	0.7813304986298237	0.0
394.79815999999926	0.756324543814746	0.0
394.79915999999923	0.7299610379978215	0.0
394.8001599999992	0.7033960224342638	0.0
394.8011599999992	0.6777668213561613	0.0
394.80215999999916	0.6540679723477987	0.0
394.80315999999914	0.6330496290951645	0.0
394.8041599999991	0.6151795519692744	0.0
394.8051599999991	0.6006736186627486	0.0
394.80615999999907	0.5895649461180631	0.0
394.80715999999904	0.5817737520668461	0.0
394.808159999999	0.5771567545285384	0.0
394.809159999999	0.5755361045585328	0.0
394.810159999999	0.5767185498211812	0.0
394.81115999999895	0.5805153265795859	0.0
394.8121599999989	0.5867683493217628	0.0
394.8131599999989	0.5953807404988601	0.0
394.8141599999989	0.6063381247760063	0.0
394.81515999999885	0.6196958434340135	0.0
394.81615999999883	0.6355102534960206	0.0
394.8171599999988	0.6537200263324714	0.0
394.8181599999988	0.6740240437747532	0.0
394.81915999999876	0.6958224931264934	0.0
394.82015999999874	0.7182613260276834	0.0
394.8211599999987	0.7403615199748073	0.0
394.8221599999987	0.7611711262936013	0.0
394.82315999999867	0.7798844437707858	0.0
394.82415999999864	0.79591474043839	0.0
394.8251599999986	0.808939279501554	0.0
394.8261599999986	0.8189300765348705	0.0
394.82715999999857	0.8261562598413521	0.0
394.82815999999855	0.8311320551092726	0.0
394.8291599999985	0.8345070484749556	0.0
394.8301599999985	0.8369329050529	0.0
394.8311599999985	0.8389572442186218	0.0
394.83215999999845	0.8409766801785713	0.0
394.83315999999843	0.8432457723325203	0.0
394.8341599999984	0.8459144518447453	0.0
394.8351599999984	0.8490641263702178	0.0
394.83615999999836	0.8527246959165043	0.0
394.83715999999833	0.856870198557004	0.0
394.8381599999983	0.8614039156314857	0.0
394.8391599999983	0.8661513349344458	0.0
394.84015999999826	0.8708774592071482	0.0
394.84115999999824	0.8753317321814801	0.0
394.8421599999982	0.8793050257603766	0.0
394.8431599999982	0.8826711651167531	0.0
394.84415999999817	0.8853903023374722	0.0
394.84515999999815	0.8874706773623998	0.0
394.8461599999981	0.8889049646066715	0.0
394.8471599999981	0.8896046421034717	0.0
394.8481599999981	0.8893510448361811	0.0
394.84915999999805	0.8877760909700199	0.0
394.850159999998	0.8843853217850249	0.0
394.851159999998	0.8786328982683164	0.0
394.852159999998	0.8700414938781612	0.0
394.85315999999796	0.8583338270195651	0.0
394.85415999999793	0.8435259606914768	0.0
394.8551599999979	0.825939343585255	0.0
394.8561599999979	0.806115543027388	0.0
394.85715999999786	0.7846536837216598	0.0
394.85815999999784	0.762026478204233	0.0
394.8591599999978	0.7384517360088978	0.0
394.8601599999978	0.7138804551596235	0.0
394.86115999999777	0.6881056107038588	0.0
394.86215999999774	0.6609322129529992	0.0
394.8631599999977	0.6323280833835152	0.0
394.8641599999977	0.6025081712294847	0.0
394.8651599999977	0.571955615391557	0.0
394.86615999999765	0.5414050285926941	0.0
394.8671599999976	0.5117989758891736	0.0
394.8681599999976	0.4842060295675535	0.0
394.8691599999976	0.45969071077342966	0.0
394.87015999999755	0.43915626048270234	0.0
394.87115999999753	0.4232122291473854	0.0
394.8721599999975	0.4121177235811331	0.0
394.8731599999975	0.4058143194155438	0.0
394.87415999999746	0.40401837741196184	0.0
394.87515999999744	0.4063217977242938	0.0
394.8761599999974	0.4122616646785584	0.0
394.8771599999974	0.4213492802842613	0.0
394.87815999999737	0.4330769532454835	0.0
394.87915999999734	0.44693165511735183	0.0
394.8801599999973	0.46243587349476956	0.0
394.8811599999973	0.4792153219437547	0.0
394.88215999999727	0.4970695604602593	0.0
394.88315999999725	0.5160033925682518	0.0
394.8841599999972	0.5361781623426731	0.0
394.8851599999972	0.5577763221968481	0.0
394.8861599999972	0.5808285966982216	0.0
394.88715999999715	0.605087431343908	0.0
394.88815999999713	0.6300060787909076	0.0
394.8891599999971	0.6548148113214153	0.0
394.8901599999971	0.6786326003437108	0.0
394.89115999999706	0.7005561269796572	0.0
394.89215999999703	0.7197152457934282	0.0
394.893159999997	0.7353272001158954	0.0
394.894159999997	0.7467833618587538	0.0
394.89515999999696	0.7537616201701575	0.0
394.89615999999694	0.7563101926832956	0.0
394.8971599999969	0.7548397025113562	0.0
394.8981599999969	0.7500056832393218	0.0
394.89915999999687	0.7425313080894542	0.0
394.90015999999684	0.733056951316685	0.0
