 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 1.03643E+08  3.219  3.627  1.372  7.972  3.865  0.982 2.27E-4 4.57E-4 0.0000 0.2772  3.195 0.1341 0.1639  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 1.03677E+08  3.277  3.622  1.294  8.003  3.955  0.982 2.29E-4 4.57E-4 0.0000 0.2464  3.251 0.1378 0.1633  0.000 0.0000 0.0028  0.000  0.000  0.0000          
 1.03710E+08  3.335  3.617  1.218  8.034  4.041  0.982 2.91E-4 4.57E-4 0.0000 0.2247  3.306 0.1418 0.1631 -0.364 0.0000 0.0118  0.000  0.000  0.0000          
 1.03744E+08  3.392  3.613  1.143  8.076  4.109  0.980 1.25E-3 4.58E-4 0.0028 0.2097  3.363 0.1452 0.1633  1.218 0.0000 0.0166  0.000  0.000  0.0000          
 1.03839E+08  3.440  3.609  1.080  8.110  3.967  0.974 7.28E-3 4.67E-4 0.0451 0.2027  3.412 0.1524 0.1673  2.195 0.0000 0.0183  0.000  0.000  0.0000  Tip     
 1.04231E+08  3.379  3.614  1.162  8.115  3.886  0.949 3.10E-2 6.48E-4 0.0451 0.2027  3.344 0.1670 0.1819  2.224 0.0000 0.0201  0.000  0.000  0.0000          
 1.04454E+08  3.322  3.619  1.239  8.119  3.860  0.934 4.43E-2 8.65E-4 0.0494 0.2027  3.278 0.1723 0.1873  2.275 0.0000 0.0218  0.000  0.000  0.0000          
 1.04662E+08  3.255  3.625  1.328  8.121  3.839  0.926 5.16E-2 1.06E-3 0.0585 0.2027  3.200 0.1765 0.1911  2.311 0.0000 0.0227  0.000  0.000  0.0000          
 1.04837E+08  3.196  3.630  1.407  8.123  3.824  0.920 5.71E-2 1.22E-3 0.0646 0.2027  3.129 0.1792 0.1937  2.335 0.0000 0.0227  0.000  0.000  0.0000          
 1.05009E+08  3.139  3.635  1.483  8.124  3.814  0.910 6.61E-2 1.46E-3 0.0660 0.2027  3.058 0.1813 0.1957  2.356 0.0000 0.0235  0.000  0.000  0.0000          
 1.05232E+08  3.076  3.640  1.568  8.126  3.804  0.897 7.87E-2 1.84E-3 0.0674 0.2028  2.974 0.1835 0.1978  2.380 0.0000 0.0244  0.000 -0.924  0.0000          
 1.05529E+08  3.015  3.646  1.653  8.129  3.795  0.878 9.61E-2 2.49E-3 0.0689 0.2029  2.888 0.1860 0.2002  2.404 0.0000 0.0244  0.000 -0.985  0.0000          
 1.05988E+08  2.961  3.654  1.739  8.132  3.786  0.847 1.25E-1 3.87E-3 0.0710 0.2029  2.801 0.1888 0.2053  2.434 0.0000 0.0253  0.000 -1.039  0.0000          
 1.06514E+08  2.937  3.661  1.789  8.136  3.778  0.808 1.61E-1 6.08E-3 0.0732 0.2034  2.752 0.1914 0.2087  2.464 0.0000 0.0269  0.000 -1.063  0.0000  Bhe     
 1.07177E+08  2.971  3.673  1.805  8.140  3.771  0.757 2.08E-1 1.00E-2 0.0757 0.2070  2.777 0.1942 0.2139  2.495 0.0000 0.0278  0.000 -1.029  0.0000          
 1.07399E+08  3.014  3.684  1.805  8.142  3.769  0.739 2.24E-1 1.16E-2 0.0765 0.2082  2.832 0.1952 0.2163  2.503 0.0000 0.0278  0.000 -0.986  0.0000          
 1.07551E+08  3.049  3.697  1.822  8.142  3.768  0.728 2.35E-1 1.28E-2 0.0771 0.2095  2.880 0.1957 0.2174  2.509 0.0000 0.0278  0.000 -0.951  0.0000          
 1.10377E+08  3.094  3.707  1.817  8.162  3.755  0.497 4.25E-1 5.27E-2 0.0858 0.2188  2.917 0.2038 0.2203  2.620 0.0000 0.0325  0.000 -0.906  0.0000          
