id,date,num_x,V_RBT,V_RBT_err,flag_x,R_RBT,R_RBT_err,flag_y,V_JC_PS,V_JC_PS_err,R_JC_PS,R_JC_PS_err,R_JC_RBT_1,V_JC_RBT_1,R_JC_RBT_2,V_JC_RBT_2,R_JC_RBT_3,V_JC_RBT_3
2017-12-21_5,2017-12-21,5,37.642,0.016,OK,37.31,0.018,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21_6,2017-12-21,6,37.851,0.01,OK,37.618,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.697516800909426,13.992576660107424,16.276013733335205,13.944268523181321,13.169542857142861,20.517161904761863
2017-12-21_7,2017-12-21,7,39.273,0.035,OK,38.878,0.034,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.946264635330202,15.398691249877935,17.541881415123516,15.354788257640095,14.19811428571428,25.402876190476285
2017-12-21_8,2017-12-21,8,38.945,0.029,OK,38.703,0.03,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.78197066620789,15.085805646411131,17.372136098358684,15.037825669159744,14.241685714285719,21.803590476190443
2017-12-21_9,2017-12-21,9,37.611,0.012,OK,37.274,0.016,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21_10,2017-12-21,10,37.866,0.01,OK,37.619,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.698516800909424,14.007576660107425,16.27712731908131,13.959428879528765,13.150542857142854,20.831495238095258
2017-12-21_11,2017-12-21,11,39.241,0.037,OK,38.895,0.034,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.963264635330205,15.366691249877931,17.56081237280726,15.325514315546549,14.285114285714291,24.323209523809474
2017-12-21_12,2017-12-21,12,38.887,0.027,OK,38.611,0.027,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.689970666207884,15.027805646411132,17.269686209717253,14.965072885195376,14.101114285714274,22.47254285714295
2017-12-21_13,2017-12-21,13,37.645,0.015,OK,37.206,0.01,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21_14,2017-12-21,14,37.855,0.011,OK,37.574,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.653516800909422,13.996576660107422,16.227015960506698,13.941212843894014,13.056971428571426,21.547447619047613
2017-12-21_15,2017-12-21,15,39.219,0.032,OK,38.807,0.031,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.875264635330204,15.344691249877933,17.462816827150238,15.28940295697194,14.102828571428573,25.71235238095238
2017-12-21_16,2017-12-21,16,38.98,0.028,OK,38.724,0.03,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.802970666207884,15.120805646411128,17.39552139902683,15.076193152455957,14.242685714285708,22.137923809523834
2017-12-21_17,2017-12-21,17,38.063,0.058,OK,37.223,0.011,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21_18,2017-12-21,18,37.982,0.034,OK,37.576,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.655516800909425,14.123576660107425,16.229243131998906,14.068533556588896,12.8804,24.347066666666663
2017-12-21_19,2017-12-21,19,39.33,0.115,OK,38.874,0.037,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.942264635330204,15.45569124987793,17.537427072139106,15.411146832250338,14.106971428571434,26.76411428571422
2017-12-21_20,2017-12-21,20,39.014,0.087,OK,38.617,0.029,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.695970666207884,15.154805646411134,17.27636772419387,15.093035023280017,13.93425714285713,25.186638095238237
2017-12-22_1,2017-12-22,1,37.638,0.015,OK,37.241,0.015,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22_2,2017-12-22,2,37.857,0.011,OK,37.548,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.627516800909426,13.998576660107425,16.19806273110804,13.939043578860613,12.99097142857143,22.148114285714254
2017-12-22_3,2017-12-22,3,39.383,0.043,OK,38.867,0.039,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.9352646353302,15.508691249877934,17.529631971916384,15.463024337818268,14.01425714285713,28.099971428571568
2017-12-22_4,2017-12-22,4,38.964,0.029,OK,38.633,0.029,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.71197066620789,15.10480564641113,17.294185096131518,15.045600724839034,14.044542857142863,23.72549523809517
2017-12-22_5,2017-12-22,5,37.686,0.019,OK,37.258,0.017,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22_6,2017-12-22,6,37.855,0.011,OK,37.561,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.640516800909424,13.996576660107422,16.212539345807365,13.939128211377316,13.025400000000001,21.825399999999952
2017-12-22_7,2017-12-22,7,39.197,0.037,OK,38.853,0.039,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.921264635330203,15.322691249877934,17.514041771470954,15.274779348954127,14.245971428571426,24.23644761904767
2017-12-22_8,2017-12-22,8,38.983,0.03,OK,38.685,0.031,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.76397066620789,15.123805646411128,17.352091554928844,15.072939254905847,14.143685714285722,23.038923809523716
2017-12-22_9,2017-12-22,9,37.706,0.022,OK,37.205,0.013,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22_10,2017-12-22,10,37.865,0.012,OK,37.601,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.680516800909423,14.006576660107427,16.25708277565146,13.955542465274867,13.108257142857134,21.193971428571516
2017-12-22_11,2017-12-22,11,39.326,0.043,OK,38.913,0.039,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.981264635330199,15.451691249877932,17.580856916237092,15.41340072980045,14.20739999999999,25.84073333333344
2017-12-22_12,2017-12-22,12,38.932,0.029,OK,38.606,0.031,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.684970666207889,15.072805646411133,17.264118280986747,15.00927110345819,14.024685714285713,23.586590476190512
2017-12-23_1,2017-12-23,1,37.778,0.014,OK,37.411,0.014,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_2,2017-12-23,2,37.966,0.013,OK,37.712,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.791516800909427,14.107576660107426,16.380690793468837,14.074342019840572,13.233542857142861,21.08116190476188
2017-12-23_3,2017-12-23,3,39.336,0.042,OK,38.98,0.036,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.048264635330199,15.46169124987793,17.65546716122596,15.434144605078842,14.355828571428562,24.632019047619103
2017-12-23_4,2017-12-23,4,39.0,0.032,OK,38.812,0.033,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.890970666207885,15.140805646411131,17.49351694468385,15.11030451103057,14.427828571428563,20.70401904761912
2017-12-23_5,2017-12-23,5,37.806,0.019,OK,37.406,0.016,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_6,2017-12-23,6,37.957,0.014,OK,37.727,0.013,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.80651680090942,14.098576660107426,16.39739457966037,14.06774736505215,13.28282857142856,20.559019047619156
2017-12-23_7,2017-12-23,7,39.392,0.046,OK,38.997,0.038,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.065264635330202,15.517691249877934,17.674398118909703,15.492870662985304,14.317114285714279,25.521876190476284
2017-12-23_8,2017-12-23,8,39.041,0.031,OK,38.703,0.029,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.78197066620789,15.181805646411128,17.372136098358684,15.13382566915974,14.104542857142865,23.95216190476179
2017-12-23_9,2017-12-23,9,37.77,0.016,OK,37.481,0.017,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_10,2017-12-23,10,38.01,0.013,OK,37.74,0.014,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.819516800909426,14.151576660107423,16.411871194359705,14.122831997568852,13.238685714285719,21.46725714285708
2017-12-23_11,2017-12-23,11,39.413,0.044,OK,38.974,0.039,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.042264635330199,15.538691249877928,17.648785646749342,15.510182466994209,14.231257142857137,26.483638095238113
2017-12-23_12,2017-12-23,12,39.115,0.033,OK,38.826,0.035,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.904970666207888,15.255805646411133,17.50910714512929,15.227549499894714,14.297542857142853,22.97849523809529
2017-12-23_13,2017-12-23,13,37.697,0.016,OK,37.257,0.011,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_14,2017-12-23,14,37.873,0.011,OK,37.619,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.698516800909424,14.014576660107423,16.27712731908131,13.966428879528763,13.140542857142858,20.988161904761878
2017-12-23_15,2017-12-23,15,39.262,0.037,OK,38.943,0.038,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.0112646353302,15.387691249877932,17.61426448862017,15.354211420223614,14.371685714285706,23.766923809523888
2017-12-23_16,2017-12-23,16,39.013,0.033,OK,38.616,0.025,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.694970666207887,15.15380564641113,17.275254138447767,15.091874666932569,13.933257142857142,25.185638095238083
2017-12-23_17,2017-12-23,17,37.918,0.041,OK,37.269,0.013,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_18,2017-12-23,18,37.976,0.028,OK,37.561,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.640516800909424,14.117576660107424,16.212539345807365,14.060128211377318,12.852542857142856,24.53349523809524
2017-12-23_19,2017-12-23,19,39.284,0.092,OK,38.881,0.036,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.949264635330202,15.40969124987793,17.54522217236182,15.366269326682406,14.189685714285714,25.5849238095238
2017-12-23_20,2017-12-23,20,39.09,0.076,OK,38.648,0.026,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.72697066620789,15.230805646411135,17.310888882323052,15.174006070050616,13.90097142857143,26.224780952380982
2017-12-23_21,2017-12-23,21,38.228,0.065,OK,37.27,0.014,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23_22,2017-12-23,22,37.891,0.041,OK,37.615,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.694516800909426,14.032576660107424,16.2726729760969,13.983787454139005,13.10511428571429,21.476542857142796
2017-12-23_23,2017-12-23,23,39.178,0.122,OK,38.881,0.038,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.949264635330202,15.303691249877929,17.54522217236182,15.260269326682405,14.341114285714287,23.212542857142815
2017-12-23_24,2017-12-23,24,38.793,0.08,OK,38.616,0.026,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.694970666207887,14.93380564641113,17.275254138447767,14.87187466693257,14.247542857142854,20.261828571428584
2017-12-25_1,2017-12-25,1,37.754,0.019,OK,37.245,0.012,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_2,2017-12-25,2,37.969,0.012,OK,37.605,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.684516800909421,14.110576660107427,16.26153711863587,14.060183890664625,12.969399999999988,23.436066666666783
2017-12-25_3,2017-12-25,3,39.369,0.042,OK,38.841,0.031,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.909264635330203,15.494691249877931,17.500678742517724,15.444855072784854,13.971114285714286,28.342542857142853
2017-12-25_4,2017-12-25,4,39.018,0.029,OK,38.768,0.03,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.846970666207888,15.158805646411132,17.444519171855344,15.121248831743266,14.29525714285714,22.047638095238117
2017-12-25_5,2017-12-25,5,37.779,0.021,OK,37.507,0.021,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_6,2017-12-25,6,37.917,0.01,OK,37.735,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.814516800909423,14.058576660107427,16.40630326562919,14.02903021583166,13.359399999999994,19.492733333333405
2017-12-25_7,2017-12-25,7,39.39,0.04,OK,39.05,0.04,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.118264635330199,15.515691249877932,17.733418163453134,15.49936954939956,14.448685714285704,24.343923809523904
2017-12-25_8,2017-12-25,8,38.957,0.024,OK,38.804,0.033,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.882970666207889,15.097805646411132,17.48460825871503,15.06602166025106,14.469828571428572,19.912685714285708
2017-12-25_9,2017-12-25,9,37.678,0.021,OK,37.311,0.013,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_10,2017-12-25,10,37.887,0.011,OK,37.61,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.689516800909423,14.028576660107426,16.267105047366385,13.978985672401812,13.09868571428571,21.493923809523853
2017-12-25_11,2017-12-25,11,39.336,0.039,OK,38.957,0.035,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.025264635330203,15.46169124987793,17.629854689065606,15.430456409087753,14.29997142857143,25.123780952380926
2017-12-25_12,2017-12-25,12,39.002,0.029,OK,38.77,0.028,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.84897066620789,15.142805646411134,17.446746343347552,15.105569544438147,14.32297142857143,21.64678095238096
2017-12-25_13,2017-12-25,13,38.227,0.034,OK,37.521,0.021,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_14,2017-12-25,14,38.165,0.015,OK,37.743,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.822516800909426,14.306576660107424,16.415211951598017,14.278313066611169,13.02454285714286,24.87216190476186
2017-12-25_15,2017-12-25,15,39.561,0.052,OK,39.132,0.042,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.2002646353302,15.686691249877931,17.82473219463353,15.683518769889531,14.403542857142849,26.417828571428636
2017-12-25_16,2017-12-25,16,39.289,0.04,OK,38.849,0.033,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.927970666207884,15.429805646411133,17.534719617289635,15.405237695885802,14.104828571428559,26.381019047619176
2017-12-25_17,2017-12-25,17,37.938,0.04,OK,37.344,0.016,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_18,2017-12-25,18,37.885,0.025,OK,37.679,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.758516800909426,14.026576660107423,16.343942463847455,13.98805026037509,13.269114285714291,19.973876190476126
2017-12-25_19,2017-12-25,19,39.439,0.096,OK,38.959,0.038,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.027264635330205,15.564691249877932,17.632081860557815,15.533777121782634,14.15768571428572,27.386257142857097
2017-12-25_20,2017-12-25,20,39.023,0.071,OK,38.664,0.03,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.742970666207889,15.163805646411134,17.32870625426069,15.109571771609637,14.035542857142854,24.38316190476197
2017-12-25_21,2017-12-25,21,38.295,0.066,OK,37.418,0.019,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25_22,2017-12-25,22,38.099,0.045,OK,37.655,0.013,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.734516800909425,14.240576660107422,16.317216405940997,14.198201708036557,12.90511428571429,25.27654285714278
2017-12-25_23,2017-12-25,23,39.79,0.222,OK,38.942,0.038,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.010264635330202,15.91569124987793,17.61315090287407,15.882051063876169,13.614971428571428,35.60544761904762
2017-12-25_24,2017-12-25,24,39.025,0.107,OK,38.761,0.031,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.83997066620789,15.16580564641113,17.43672407163263,15.12712633731119,14.268257142857149,22.35397142857136
2017-12-27_1,2017-12-27,1,37.767,0.014,OK,37.277,0.011,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27_2,2017-12-27,2,37.857,0.011,OK,37.568,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.647516800909422,13.998576660107425,16.22033444603008,13.942250705809386,13.03954285714285,21.72049523809529
2017-12-27_3,2017-12-27,3,39.22,0.033,OK,38.901,0.034,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.969264635330205,15.34569124987793,17.56749388728387,15.30547645363118,14.329685714285722,23.724923809523737
2017-12-27_4,2017-12-27,4,38.956,0.026,OK,38.615,0.026,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.693970666207889,15.096805646411134,17.27414055270167,15.034714310585137,14.012257142857141,23.931304761904812
2017-12-27_5,2017-12-27,5,37.708,0.012,OK,37.306,0.016,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27_6,2017-12-27,6,37.895,0.012,OK,37.585,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.664516800909425,14.036576660107428,16.239265403713823,13.982976763715847,13.026542857142852,22.207495238095312
2017-12-27_7,2017-12-27,7,39.3,0.036,OK,38.818,0.033,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.8862646353302,15.425691249877929,17.475066270357363,15.372166876793763,14.013828571428567,27.290019047619055
2017-12-27_8,2017-12-27,8,38.94,0.027,OK,38.648,0.027,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.72697066620789,15.080805646411129,17.310888882323052,15.02400607005061,14.115257142857152,22.867638095238
2017-12-27_9,2017-12-27,9,37.784,0.018,OK,37.335,0.016,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27_10,2017-12-27,10,37.86,0.011,OK,37.609,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.688516800909426,14.001576660107425,16.26599146162029,13.951825316054375,13.134828571428574,20.91101904761902
2017-12-27_11,2017-12-27,11,39.228,0.035,OK,38.868,0.034,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.936264635330204,15.353691249877933,17.530745557662488,15.308184694165703,14.238114285714286,24.60954285714287
2017-12-27_12,2017-12-27,12,38.915,0.026,OK,38.726,0.03,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.804970666207886,15.05580564641113,17.39774857051904,15.011513865150832,14.340399999999995,20.64040000000002
2017-12-27_13,2017-12-27,13,37.748,0.015,OK,37.303,0.012,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27_14,2017-12-27,14,37.879,0.011,OK,37.609,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.688516800909426,14.020576660107423,16.26599146162029,13.970825316054373,13.107685714285719,21.33625714285708
2017-12-27_15,2017-12-27,15,39.236,0.033,OK,38.967,0.037,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.0352646353302,15.361691249877929,17.640990546526627,15.332059972562135,14.467114285714285,22.671876190476176
2017-12-27_16,2017-12-27,16,38.983,0.028,OK,38.645,0.029,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.72397066620789,15.123805646411128,17.307548125084747,15.066525001008294,14.046542857142866,23.89416190476179
2017-12-27_17,2017-12-27,17,37.994,0.041,OK,37.332,0.017,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27_18,2017-12-27,18,37.953,0.025,OK,37.595,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.674516800909423,14.094576660107428,16.25040126117485,14.042580327190237,12.967971428571419,23.291780952381067
2017-12-27_19,2017-12-27,19,39.345,0.087,OK,38.857,0.034,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.925264635330201,15.47069124987793,17.518496114455363,15.423420774343874,14.04425714285714,27.463304761904773
2017-12-27_20,2017-12-27,20,39.077,0.068,OK,38.579,0.025,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.657970666207888,15.21780564641113,17.234051465841983,15.149941482077338,13.75197142857143,27.409114285714253
2017-12-29_1,2017-12-29,1,37.833,0.02,OK,37.441,0.024,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29_2,2017-12-29,2,37.908,0.011,OK,37.618,0.014,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.697516800909426,14.049576660107427,16.276013733335205,14.001268523181324,13.088114285714287,21.792876190476196
2017-12-29_3,2017-12-29,3,39.356,0.039,OK,38.938,0.042,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,15.006264635330204,15.481691249877933,17.608696559889662,15.44740963848642,14.225257142857144,25.977638095238106
2017-12-29_4,2017-12-29,4,38.98,0.027,OK,38.71,0.037,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.788970666207888,15.120805646411128,17.3799311985814,15.073948163591815,14.208685714285718,22.437257142857078
2017-12-29_5,2017-12-29,5,37.84,0.021,OK,37.52,0.028,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29_6,2017-12-29,6,37.899,0.011,OK,37.592,0.013,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.671516800909423,14.040576660107426,16.247060503936538,13.988099258147919,13.037828571428564,22.147352380952448
2017-12-29_7,2017-12-29,7,39.281,0.037,OK,38.881,0.039,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.949264635330202,15.40669124987793,17.54522217236182,15.363269326682406,14.193971428571428,25.517780952380946
2017-12-29_8,2017-12-29,8,38.96,0.028,OK,38.619,0.033,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.697970666207887,15.100805646411132,17.27859489568608,15.039355735974894,14.016257142857139,23.93530476190481
2017-12-29_9,2017-12-29,9,37.8,0.015,OK,37.325,0.012,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29_10,2017-12-29,10,37.884,0.011,OK,37.602,0.012,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.68151680090942,14.025576660107426,16.258196361397566,13.974702821622301,13.083542857142845,21.59782857142867
2017-12-29_11,2017-12-29,11,39.338,0.038,OK,38.844,0.036,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.912264635330203,15.463691249877932,17.50401949975603,15.414336141827178,14.022685714285712,27.584590476190492
2017-12-29_12,2017-12-29,12,38.915,0.027,OK,38.549,0.027,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.627970666207887,15.05580564641113,17.200643893458906,14.983130791654176,13.910542857142854,24.424828571428584
2017-12-29_13,2017-12-29,13,37.845,0.015,OK,37.34,0.013,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29_14,2017-12-29,14,37.884,0.01,OK,37.601,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.680516800909423,14.025576660107426,16.25708277565146,13.974542465274865,13.08111428571428,21.619209523809573
2017-12-29_15,2017-12-29,15,39.304,0.036,OK,38.82,0.03,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.888264635330202,15.429691249877934,17.47729344184957,15.376487589488647,14.012971428571424,27.336780952381012
2017-12-29_16,2017-12-29,16,38.926,0.025,OK,38.721,0.028,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.799970666207884,15.066805646411133,17.392180641788524,15.021712083413647,14.312542857142843,20.993495238095377
2017-12-29_17,2017-12-29,17,37.91,0.023,OK,37.297,0.011,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29_18,2017-12-29,18,37.947,0.016,OK,37.622,0.011,OK,16.93387121124268,0.0070901628473458,16.611486906433107,0.0078815985501842,13.701516800909424,14.088576660107428,16.280468076319615,14.040909948571084,13.042114285714279,22.580209523809607
2017-12-29_19,2017-12-29,19,39.306,0.049,OK,38.653,0.026,OK,18.27946295928955,0.0142660929209047,17.846763305664062,0.0112259503971785,14.7212646353302,15.431691249877929,17.29132462225046,15.35170807946637,13.604542857142855,30.952161904761894
2017-12-29_20,2017-12-29,20,38.948,0.039,OK,38.697,0.031,OK,18.033068951416016,0.0113135835815499,17.705330384826663,0.0087273037438797,14.77597066620789,15.088805646411132,17.365454583882073,15.039863531075113,14.222828571428575,21.999019047619022
