    HJD      Phase   Vdmag
52246.70894 0.98844 -0.001
52246.70987 0.98861  0.013
52246.71078 0.98877  0.024
52246.71168 0.98894  0.011
52246.71261 0.98911  0.019
52246.71351 0.98927  0.033
52246.71444 0.98944  0.032
52246.71534 0.98960  0.043
52246.71625 0.98977  0.047
52246.71717 0.98994  0.025
52246.71809 0.99010  0.058
52246.71902 0.99027  0.050
52246.71992 0.99043  0.061
52246.72086 0.99061  0.071
52246.72179 0.99077  0.065
52246.72269 0.99094  0.072
52246.72362 0.99111  0.070
52246.72452 0.99127  0.078
52246.72544 0.99144  0.082
52246.72636 0.99160  0.088
52246.72727 0.99177  0.112
52246.72819 0.99194  0.101
52246.73004 0.99227  0.103
52246.73093 0.99243  0.105
52246.73186 0.99260  0.118
52246.73276 0.99277  0.118
52246.73370 0.99294  0.126
52246.73462 0.99310  0.115
52246.73552 0.99327  0.124
52246.73644 0.99344  0.129
52246.73734 0.99360  0.144
52246.73827 0.99377  0.147
52246.73918 0.99393  0.150
52246.74008 0.99410  0.153
52246.74102 0.99427  0.158
52246.74192 0.99443  0.147
52246.74285 0.99460  0.159
52246.74376 0.99476  0.160
52246.74468 0.99493  0.151
52246.74558 0.99510  0.159
52246.74648 0.99526  0.159
52246.74741 0.99543  0.154
52246.74832 0.99559  0.171
52246.74925 0.99576  0.165
52246.75015 0.99593  0.165
52246.75108 0.99609  0.161
52246.75197 0.99626  0.160
52246.75288 0.99642  0.190
52246.75382 0.99659  0.188
52246.75474 0.99676  0.157
52246.75565 0.99692  0.177
52246.75658 0.99709  0.170
52246.75749 0.99726  0.171
52246.75842 0.99743  0.179
52246.75932 0.99759  0.184
52246.76023 0.99776  0.175
52246.76115 0.99792  0.165
52246.76206 0.99809  0.187
52246.76298 0.99826  0.184
52246.76389 0.99842  0.181
52246.76482 0.99859  0.185
52246.76571 0.99875  0.170
52246.76663 0.99892  0.183
52246.76755 0.99909  0.183
52246.76846 0.99925  0.172
52246.76939 0.99942  0.179
52246.77028 0.99958  0.184
52246.77119 0.99975  0.165
52246.77210 0.99991  0.164
52271.60667 0.51080 -0.057
52271.60757 0.51096 -0.055
52271.60849 0.51113 -0.077
52271.60940 0.51130 -0.065
52271.61031 0.51146 -0.069
52271.61124 0.51163 -0.060
52271.61215 0.51180 -0.083
52271.61306 0.51196 -0.073
52271.61398 0.51213 -0.086
52271.61488 0.51229 -0.083
52271.61579 0.51246 -0.094
52271.61671 0.51262 -0.090
52271.61762 0.51279 -0.096
52271.61852 0.51295 -0.096
52271.61944 0.51312 -0.100
52271.62034 0.51328 -0.099
52271.62125 0.51345 -0.100
52271.62216 0.51361 -0.114
52271.62307 0.51378 -0.112
52271.62397 0.51394 -0.103
52271.62491 0.51411 -0.120
52271.62583 0.51428 -0.117
52271.62767 0.51462 -0.123
52271.62857 0.51478 -0.122
52271.62947 0.51494 -0.126
52271.63040 0.51511 -0.140
52271.63130 0.51527 -0.135
52271.63220 0.51544 -0.142
52271.63312 0.51561 -0.141
52271.63402 0.51577 -0.156
52271.63492 0.51593 -0.158
52271.63584 0.51610 -0.159
52271.63675 0.51626 -0.158
52271.63767 0.51643 -0.154
52271.63858 0.51660 -0.159
52271.63948 0.51676 -0.180
52271.64040 0.51693 -0.172
52271.64132 0.51709 -0.160
52271.64224 0.51726 -0.176
52271.64314 0.51743 -0.163
52271.64405 0.51759 -0.179
52271.64497 0.51776 -0.178
52271.64588 0.51792 -0.192
52271.64679 0.51809 -0.186
52271.64770 0.51825 -0.192
52271.64861 0.51842 -0.186
52271.64952 0.51858 -0.187
52271.65042 0.51875 -0.195
52271.65133 0.51891 -0.199
52271.65225 0.51908 -0.194
52271.65316 0.51925 -0.192
52271.65409 0.51941 -0.217
52271.65503 0.51959 -0.192
52271.65593 0.51975 -0.207
52271.65685 0.51992 -0.202
52271.65777 0.52008 -0.209
52271.65867 0.52025 -0.226
52271.65959 0.52041 -0.216
52271.66050 0.52058 -0.216
52271.66140 0.52074 -0.223
52271.66232 0.52091 -0.219
52271.66322 0.52107 -0.220
52271.66415 0.52124 -0.234
52271.66506 0.52141 -0.242
52271.66599 0.52158 -0.224
52271.66690 0.52174 -0.231
52271.66781 0.52191 -0.238
52271.66872 0.52207 -0.242
52271.66962 0.52224 -0.241
52271.67053 0.52240 -0.253
52271.67144 0.52257 -0.257
52271.67235 0.52273 -0.252
52271.67327 0.52290 -0.239
52271.67418 0.52306 -0.239
52271.67508 0.52323 -0.268
52271.67600 0.52339 -0.258
52271.67691 0.52356 -0.253
52271.67785 0.52373 -0.269
52271.67877 0.52390 -0.264
52271.67968 0.52406 -0.265
52271.68059 0.52423 -0.269
52271.68151 0.52439 -0.254
52271.68242 0.52456 -0.270
52271.68332 0.52472 -0.273
52271.68424 0.52489 -0.255
52271.68515 0.52506 -0.287
52271.68607 0.52522 -0.278
52271.68698 0.52539 -0.270
52271.68788 0.52555 -0.272
52271.68881 0.52572 -0.293
52271.68971 0.52588 -0.287
52271.69061 0.52605 -0.304
52271.69154 0.52622 -0.297
52271.69244 0.52638 -0.301
52271.69336 0.52655 -0.292
52271.69426 0.52671 -0.299
52271.69517 0.52688 -0.291
52271.69609 0.52704 -0.292
52271.69700 0.52721 -0.304
52271.69792 0.52738 -0.294
52271.69883 0.52754 -0.305
52271.69973 0.52770 -0.300
52271.70065 0.52787 -0.310
52271.70156 0.52804 -0.300
52271.70247 0.52820 -0.330
52271.70338 0.52837 -0.317
52271.70428 0.52853 -0.316
52271.70521 0.52870 -0.317
52271.70613 0.52887 -0.308
52271.70704 0.52903 -0.316
52271.70794 0.52920 -0.322
52271.70887 0.52936 -0.319
52282.50387 0.49014 -0.044
52282.50477 0.49030 -0.039
52282.50573 0.49048 -0.051
52282.50665 0.49065 -0.037
52282.50758 0.49081 -0.039
52282.50852 0.49099 -0.034
52282.50943 0.49115 -0.027
52282.51035 0.49132 -0.032
52282.51127 0.49149 -0.032
52282.51220 0.49165 -0.029
52282.51312 0.49182 -0.018
52282.51405 0.49199 -0.018
52282.51496 0.49216 -0.014
52282.51589 0.49232 -0.013
52282.51680 0.49249 -0.022
52282.51772 0.49266 -0.019
52282.51863 0.49282 -0.014
52282.51957 0.49299 -0.009
52282.52050 0.49316 -0.005
52282.52140 0.49333 -0.003
52282.52233 0.49349 -0.009
52282.52326 0.49366 -0.003
52282.52419 0.49383 -0.005
52282.52510 0.49400  0.001
52282.52603 0.49417  0.008
52282.52695 0.49433  0.006
52282.52788 0.49450 -0.007
52282.52881 0.49467 -0.003
52282.52973 0.49484  0.004
52282.53065 0.49501  0.006
52282.53157 0.49517 -0.002
52282.53250 0.49534  0.007
52282.53341 0.49551  0.003
52282.53434 0.49568  0.010
52282.53528 0.49585  0.001
52282.53620 0.49601  0.009
52282.53714 0.49618  0.004
52282.53805 0.49635 -0.001
52282.53899 0.49652  0.014
52282.53991 0.49669 -0.001
52282.54083 0.49685  0.007
52282.54177 0.49703  0.003
52282.54268 0.49719  0.010
52282.54361 0.49736  0.006
52282.54452 0.49752  0.008
52282.54545 0.49769  0.010
52282.54637 0.49786  0.015
52282.54729 0.49803  0.009
52282.54822 0.49820  0.008
52282.54914 0.49836 -0.002
52282.55006 0.49853  0.005
52282.55098 0.49870  0.001
52282.55190 0.49887  0.002
52282.55282 0.49903  0.004
52282.55375 0.49920 -0.000
52282.55470 0.49937  0.010
52282.55562 0.49954  0.008
52282.55654 0.49971  0.002
52282.55745 0.49987  0.006
52282.55836 0.50004 -0.003
52282.55930 0.50021  0.004
52282.56022 0.50038  0.004
52282.56114 0.50054  0.003
52282.56208 0.50071 -0.001
52282.56301 0.50088  0.004
52282.56393 0.50105  0.005
52282.56486 0.50122  0.008
52282.56577 0.50138  0.011
52282.56670 0.50155  0.002
52282.56762 0.50172 -0.007
52282.56854 0.50189 -0.002
52282.56945 0.50205  0.002
52282.57038 0.50222  0.005
52282.57130 0.50239 -0.004
52282.57222 0.50256  0.003
52282.57316 0.50273  0.004
52282.57408 0.50289  0.009
52282.57501 0.50306  0.003
52282.57593 0.50323  0.007
52282.57686 0.50340  0.011
52282.57780 0.50357  0.006
52282.57871 0.50373  0.002
52282.57964 0.50390 -0.008
52282.58055 0.50407  0.002
52282.58148 0.50424  0.000
52282.58241 0.50441  0.002
52282.58334 0.50458  0.004
52282.58519 0.50491  0.003
52282.58612 0.50508  0.007
52282.58703 0.50525  0.003
52282.58796 0.50541  0.008
52282.58887 0.50558 -0.005
52282.58979 0.50575  0.006
52282.59072 0.50592  0.001
52282.59164 0.50608 -0.001
52282.59258 0.50625  0.000
52282.59350 0.50642 -0.005
52282.59442 0.50659 -0.001
52282.59534 0.50676 -0.005
52282.59626 0.50692 -0.004
52282.59718 0.50709 -0.007
52282.59811 0.50726 -0.011
52282.59902 0.50742 -0.012
52282.59995 0.50759 -0.021
52282.60086 0.50776 -0.018
52282.60180 0.50793 -0.015
52282.60273 0.50810 -0.009
52282.60365 0.50826 -0.022
52282.60458 0.50843 -0.018
52282.60550 0.50860 -0.023
52282.60643 0.50877 -0.032
52282.60736 0.50894 -0.028
52282.60828 0.50911 -0.020
52282.60920 0.50927 -0.042
52282.61012 0.50944 -0.038
52282.61105 0.50961 -0.055
52282.61196 0.50977 -0.040
52282.61290 0.50994 -0.043
52282.61381 0.51011 -0.054
52282.61474 0.51028 -0.063
52282.61566 0.51045 -0.050
52282.61660 0.51062 -0.066
52282.61752 0.51078 -0.062
52282.61845 0.51095 -0.073
52282.61939 0.51112 -0.059
52282.62032 0.51129 -0.064
52282.62124 0.51146 -0.067
52282.62217 0.51163 -0.078
52282.62309 0.51180 -0.098
52282.62402 0.51196 -0.082
52282.62494 0.51213 -0.082
52282.62586 0.51230 -0.095
52282.62679 0.51247 -0.091
52282.62771 0.51264 -0.096
52282.62864 0.51280 -0.102
52282.62955 0.51297 -0.093
52282.63048 0.51314 -0.109
52282.63142 0.51331 -0.106
52282.63233 0.51347 -0.107
52282.63326 0.51364 -0.112
52282.63418 0.51381 -0.115
52282.63510 0.51398 -0.126
52282.63602 0.51414 -0.131
52282.63695 0.51431 -0.125
52282.63789 0.51448 -0.133
52282.63880 0.51465 -0.138
52282.63974 0.51482 -0.128
52282.64067 0.51499 -0.128
52282.64161 0.51516 -0.145
52282.64253 0.51533 -0.141
52282.64345 0.51549 -0.143
52296.51044 0.03426 -0.331
52296.51134 0.03442 -0.331
52296.51225 0.03459 -0.334
52296.51318 0.03476 -0.324
52296.51409 0.03492 -0.338
52296.51500 0.03509 -0.326
52296.51592 0.03525 -0.346
52296.51682 0.03542 -0.316
52296.51774 0.03558 -0.331
52296.51864 0.03575 -0.322
52296.51956 0.03592 -0.326
52296.52046 0.03608 -0.325
52296.52137 0.03624 -0.333
52296.52228 0.03641 -0.333
52296.52319 0.03657 -0.324
52296.52410 0.03674 -0.335
52296.52501 0.03691 -0.334
52296.52591 0.03707 -0.327
52296.52682 0.03723 -0.331
52296.52773 0.03740 -0.333
52296.52863 0.03756 -0.332
52296.52954 0.03773 -0.315
52296.53045 0.03789 -0.324
52296.53136 0.03806 -0.328
52296.53226 0.03822 -0.333
52296.53318 0.03839 -0.346
52296.53409 0.03855 -0.331
52296.53500 0.03872 -0.329
52296.53591 0.03889 -0.328
52296.53682 0.03905 -0.335
52296.53773 0.03922 -0.339
52296.53863 0.03938 -0.348
52296.53953 0.03954 -0.334
52296.54045 0.03971 -0.341
52296.54135 0.03987 -0.331
52296.54225 0.04004 -0.321
52296.54317 0.04020 -0.340
52296.54407 0.04037 -0.337
52296.54498 0.04053 -0.331
52296.54589 0.04070 -0.330
52296.54679 0.04086 -0.327
52296.54770 0.04103 -0.342
52296.54861 0.04119 -0.345
52296.54951 0.04136 -0.344
52296.55042 0.04152 -0.349
52296.55133 0.04169 -0.341
52296.55224 0.04185 -0.336
52296.55317 0.04202 -0.339
52296.55407 0.04218 -0.337
52296.55498 0.04235 -0.332
52296.55589 0.04251 -0.328
52296.55680 0.04268 -0.338
52296.55771 0.04285 -0.332
52296.55860 0.04301 -0.331
52296.55952 0.04317 -0.333
52296.56042 0.04334 -0.342
52296.56134 0.04350 -0.343
52296.56224 0.04367 -0.334
52296.56316 0.04383 -0.336
52296.56408 0.04400 -0.339
52296.56498 0.04417 -0.324
52296.56590 0.04433 -0.332
52296.56680 0.04450 -0.333
52296.56771 0.04466 -0.335
52296.56862 0.04483 -0.344
52296.56952 0.04499 -0.336
52296.57043 0.04516 -0.322
52296.57134 0.04532 -0.338
52296.57225 0.04549 -0.341
52296.57315 0.04565 -0.337
52296.57407 0.04582 -0.336
52296.57497 0.04598 -0.335
52296.57587 0.04614 -0.334
52296.57679 0.04631 -0.336
52296.57770 0.04648 -0.345
52296.57860 0.04664 -0.330
52296.57951 0.04680 -0.347
52296.58042 0.04697 -0.337
52296.58133 0.04714 -0.340
52296.58224 0.04730 -0.330
52296.58315 0.04747 -0.335
52296.58405 0.04763 -0.330
52296.58496 0.04779 -0.329
52296.58586 0.04796 -0.333
52296.58677 0.04812 -0.335
52296.58768 0.04829 -0.331
52296.58858 0.04845 -0.337
52296.58949 0.04862 -0.341
52296.59040 0.04878 -0.341
52296.59130 0.04895 -0.338
52296.59220 0.04911 -0.333
52296.59312 0.04928 -0.340
52296.59402 0.04944 -0.335
52296.59493 0.04961 -0.338
52296.59584 0.04977 -0.334
52296.59675 0.04994 -0.339
52296.59765 0.05010 -0.340
52296.59856 0.05026 -0.341
52296.59947 0.05043 -0.347
52296.60037 0.05059 -0.341
52296.60130 0.05076 -0.338
52296.60220 0.05093 -0.339
52296.60310 0.05109 -0.343
52296.60402 0.05126 -0.345
52296.60496 0.05143 -0.340
52296.60587 0.05159 -0.339
52296.60677 0.05176 -0.337
52296.60768 0.05192 -0.347
52296.60859 0.05209 -0.336
52296.60949 0.05225 -0.344
52296.61040 0.05242 -0.331
52296.61131 0.05258 -0.337
52296.61221 0.05274 -0.341
52296.61313 0.05291 -0.329
52296.61404 0.05308 -0.348
52296.61494 0.05324 -0.338
52296.61586 0.05341 -0.338
52296.61678 0.05357 -0.341
52296.61771 0.05374 -0.336
52296.61861 0.05391 -0.340
52296.61954 0.05408 -0.356
52296.62045 0.05424 -0.338
52296.62136 0.05441 -0.348
52296.62228 0.05457 -0.342
52296.62320 0.05474 -0.331
52296.62412 0.05491 -0.348
52433.79036 0.96944 -0.344
52433.79138 0.96962 -0.331
52433.79242 0.96981 -0.328
52433.79346 0.97000 -0.332
52433.79450 0.97019 -0.331
52433.79554 0.97038 -0.340
52433.79657 0.97057 -0.323
52433.79761 0.97075 -0.321
52433.79867 0.97095 -0.314
52433.79971 0.97114 -0.317
52433.80075 0.97132 -0.302
52433.80178 0.97151 -0.314
52433.80283 0.97170 -0.311
52433.80388 0.97189 -0.316
52433.80492 0.97208 -0.306
52433.80596 0.97227 -0.300
52433.80699 0.97246 -0.305
52433.80803 0.97265 -0.304
52433.80908 0.97284 -0.299
52433.81013 0.97303 -0.295
52433.81117 0.97322 -0.280
52433.81221 0.97341 -0.284
52433.81325 0.97359 -0.281
52433.81429 0.97378 -0.288
52433.81533 0.97397 -0.279
52433.81638 0.97416 -0.275
52433.81742 0.97435 -0.281
52433.81845 0.97454 -0.283
52433.81949 0.97473 -0.284
52433.82054 0.97492 -0.277
52433.82159 0.97511 -0.277
52433.82262 0.97530 -0.260
52433.82367 0.97549 -0.268
52433.82471 0.97568 -0.259
52433.82575 0.97587 -0.259
52433.82679 0.97605 -0.253
52433.82784 0.97624 -0.268
52433.82888 0.97643 -0.257
52433.82992 0.97662 -0.247
52433.83096 0.97681 -0.242
52433.83200 0.97700 -0.240
52433.83304 0.97719 -0.227
52433.83409 0.97738 -0.231
52433.83513 0.97757 -0.240
52433.83617 0.97776 -0.227
52433.83721 0.97795 -0.214
52433.83825 0.97814 -0.226
52433.83928 0.97832 -0.231
52433.84034 0.97852 -0.217
52433.84138 0.97870 -0.208
52433.84242 0.97889 -0.212
52433.84346 0.97908 -0.213
52433.84450 0.97927 -0.191
52433.84554 0.97946 -0.200
52433.84659 0.97965 -0.184
52433.84763 0.97984 -0.184
52433.84867 0.98003 -0.181
52433.84971 0.98022 -0.182
52433.85075 0.98041 -0.180
52433.85179 0.98060 -0.174
52433.85283 0.98078 -0.161
52433.85388 0.98097 -0.163
52433.85492 0.98116 -0.164
52433.85596 0.98135 -0.162
52433.85700 0.98154 -0.158
52433.85805 0.98173 -0.157
52433.85909 0.98192 -0.151
52433.86013 0.98211 -0.129
52433.86117 0.98230 -0.137
52433.86221 0.98249 -0.135
52433.86325 0.98268 -0.117
52433.86430 0.98287 -0.121
52433.86534 0.98306 -0.129
52433.86638 0.98325 -0.112
52433.86741 0.98343 -0.109
52433.86846 0.98362 -0.117
52433.86949 0.98381 -0.111
52433.87053 0.98400 -0.093
52433.87158 0.98419 -0.103
52433.87263 0.98438 -0.102
52433.87367 0.98457 -0.059
52433.87470 0.98476 -0.092
52433.87575 0.98495 -0.071
52433.87680 0.98514 -0.075
52433.87784 0.98533 -0.067
52433.87887 0.98551 -0.069
52433.87992 0.98570 -0.056
52433.88096 0.98589 -0.050
52433.88199 0.98608 -0.049
52433.88303 0.98627 -0.052
52433.88408 0.98646 -0.044
52433.88513 0.98665 -0.042
52433.88616 0.98684 -0.048
52433.88721 0.98703 -0.044
52433.88825 0.98722 -0.030
52433.88930 0.98741 -0.033
52433.89034 0.98760 -0.028
52433.89138 0.98779 -0.025
52433.89241 0.98797 -0.021
52433.89346 0.98816 -0.018
52433.89451 0.98835 -0.002
52433.89555 0.98854  0.011
52433.89658 0.98873  0.034
52433.89763 0.98892  0.042
52433.89867 0.98911  0.039
52433.89971 0.98930  0.033
52433.90074 0.98949  0.066
52433.90179 0.98968  0.054
52433.90284 0.98987  0.041
52433.90387 0.99005  0.054
52433.90492 0.99025  0.036
52433.90596 0.99043  0.052
52433.90699 0.99062  0.061
52433.90804 0.99081  0.073
52433.90908 0.99100  0.068
52433.91013 0.99119  0.064
52433.91117 0.99138  0.078
52433.91220 0.99157  0.083
52433.91326 0.99176  0.080
52433.91429 0.99195  0.082
52433.91534 0.99214  0.086
52433.91637 0.99233  0.117
52433.91741 0.99251  0.110
52433.91846 0.99270  0.078
52433.91951 0.99290  0.115
52433.92054 0.99308  0.118
52477.77017 0.95782 -0.342
52477.77121 0.95801 -0.347
52477.77225 0.95820 -0.344
52477.77330 0.95839 -0.328
52477.77434 0.95858 -0.334
52477.77538 0.95877 -0.328
52477.77642 0.95895 -0.341
52477.77746 0.95914 -0.337
52477.77851 0.95933 -0.345
52477.77955 0.95952 -0.349
52477.78059 0.95971 -0.333
52477.78163 0.95990 -0.337
52477.78267 0.96009 -0.335
52477.78371 0.96028 -0.329
52477.78476 0.96047 -0.333
52477.78580 0.96066 -0.337
52477.78684 0.96085 -0.336
52477.78788 0.96104 -0.339
52477.78892 0.96122 -0.331
52477.78996 0.96141 -0.341
52477.79101 0.96160 -0.339
52477.79204 0.96179 -0.341
52477.79309 0.96198 -0.339
52477.79413 0.96217 -0.333
52477.79517 0.96236 -0.334
52477.79620 0.96255 -0.337
52477.79724 0.96274 -0.340
52477.79830 0.96293 -0.336
52477.79934 0.96312 -0.344
52477.80038 0.96331 -0.339
52477.80142 0.96350 -0.331
52477.80246 0.96368 -0.333
52477.80351 0.96387 -0.335
52477.80455 0.96406 -0.331
52477.80559 0.96425 -0.337
52477.80663 0.96444 -0.352
52477.80766 0.96463 -0.338
52477.80872 0.96482 -0.340
52477.80976 0.96501 -0.335
52477.81080 0.96520 -0.335
52477.81184 0.96539 -0.338
52477.81288 0.96558 -0.347
52477.81392 0.96577 -0.344
52477.81497 0.96596 -0.339
52477.81601 0.96615 -0.343
52477.81705 0.96633 -0.346
52477.81809 0.96652 -0.341
52477.81913 0.96671 -0.339
52477.82017 0.96690 -0.331
52477.82122 0.96709 -0.347
52477.82226 0.96728 -0.333
52477.82330 0.96747 -0.338
52477.82434 0.96766 -0.334
52477.82538 0.96785 -0.330
52477.82642 0.96804 -0.340
52477.82747 0.96823 -0.334
52477.82851 0.96842 -0.338
52477.82955 0.96860 -0.339
52477.83059 0.96879 -0.333
52477.83163 0.96898 -0.336
52477.83267 0.96917 -0.328
52477.83372 0.96936 -0.325
52477.83476 0.96955 -0.324
52477.85247 0.97277 -0.297
52477.85351 0.97296 -0.303
52477.85663 0.97352 -0.291
52477.85768 0.97371 -0.283
52477.85872 0.97390 -0.291
52477.85976 0.97409 -0.297
52477.86080 0.97428 -0.286
52477.86184 0.97447 -0.287
52477.86289 0.97466 -0.286
52477.86393 0.97485 -0.282
52477.86496 0.97504 -0.275
52477.86600 0.97523 -0.266
52477.86705 0.97542 -0.272
52477.86809 0.97560 -0.256
52477.86914 0.97580 -0.260
52477.87018 0.97598 -0.257
52477.87121 0.97617 -0.243
52477.87226 0.97636 -0.261
52477.87330 0.97655 -0.238
52477.87434 0.97674 -0.238
52477.87539 0.97693 -0.235
52477.87642 0.97712 -0.237
52477.87746 0.97731 -0.243
52477.87851 0.97750 -0.222
52477.87954 0.97768 -0.234
52477.88059 0.97788 -0.227
52477.88162 0.97806 -0.229
52477.88268 0.97825 -0.219
52477.88371 0.97844 -0.218
52477.88476 0.97863 -0.214
52477.88580 0.97882 -0.208
52477.88683 0.97901 -0.207
52477.88787 0.97920 -0.204
52477.88893 0.97939 -0.203
52477.88997 0.97958 -0.203
52477.89101 0.97977 -0.197
52477.89205 0.97996 -0.197
52477.89310 0.98015 -0.183
52477.89414 0.98034 -0.189
52477.89518 0.98053 -0.181
52477.89622 0.98071 -0.173
52477.89726 0.98090 -0.171
52477.89830 0.98109 -0.172
52477.89933 0.98128 -0.174
52477.90039 0.98147 -0.160
52477.90143 0.98166 -0.148
52477.90246 0.98185 -0.155
52477.90350 0.98204 -0.143
52477.90454 0.98223 -0.141
52477.90560 0.98242 -0.143
52477.90663 0.98261 -0.131
52477.90767 0.98279 -0.132
52477.90872 0.98298 -0.122
52477.90976 0.98317 -0.126
52477.91079 0.98336 -0.121
52477.91185 0.98355 -0.109
52477.91289 0.98374 -0.112
52477.91393 0.98393 -0.098
52477.91496 0.98412 -0.105
52477.91601 0.98431 -0.099
52477.91705 0.98450 -0.094
52477.91810 0.98469 -0.093
52477.91913 0.98488 -0.082
52477.92018 0.98507 -0.082
52477.92122 0.98526 -0.079
52477.92226 0.98544 -0.065
52477.92331 0.98563 -0.068
52477.92435 0.98582 -0.060
52477.92539 0.98601 -0.067
52477.92642 0.98620 -0.055
52477.92746 0.98639 -0.038
52477.92851 0.98658 -0.044
52477.92956 0.98677 -0.038
52477.93059 0.98696 -0.022
52477.93164 0.98715 -0.039
52477.93268 0.98734 -0.017
52477.93372 0.98753 -0.007
52477.93476 0.98771 -0.009
52477.93581 0.98791  0.015
52483.64726 0.02532 -0.284
52483.64839 0.02552 -0.270
52483.64946 0.02572 -0.297
52483.65052 0.02591 -0.279
52483.65160 0.02611 -0.290
52483.65268 0.02630 -0.281
52483.65376 0.02650 -0.293
52483.65483 0.02669 -0.279
52483.65590 0.02689 -0.304
52483.65699 0.02709 -0.301
52483.65914 0.02748 -0.315
52483.66021 0.02767 -0.309
52483.66129 0.02787 -0.312
52483.66237 0.02806 -0.320
52483.66343 0.02826 -0.313
52483.66452 0.02845 -0.316
52483.66560 0.02865 -0.302
52483.66666 0.02884 -0.315
52483.67210 0.02983 -0.334
52483.67320 0.03003 -0.344
52483.67428 0.03023 -0.327
52483.67535 0.03042 -0.335
52483.67643 0.03062 -0.335
52483.67752 0.03081 -0.328
52483.67858 0.03101 -0.342
52483.67966 0.03120 -0.320
52483.68074 0.03140 -0.333
52483.68181 0.03159 -0.338
52483.68289 0.03179 -0.328
52483.68397 0.03199 -0.344
52483.68504 0.03218 -0.355
52483.68613 0.03238 -0.345
52483.68720 0.03257 -0.342
52483.68827 0.03277 -0.338
52483.69140 0.03334 -0.336
52483.69250 0.03354 -0.338
52483.69357 0.03373 -0.327
52483.69465 0.03393 -0.337
52483.69573 0.03412 -0.348
52483.69680 0.03432 -0.340
52483.69788 0.03451 -0.338
52483.69896 0.03471 -0.340
52483.70003 0.03490 -0.335
52483.70111 0.03510 -0.356
52483.70218 0.03529 -0.328
52483.70326 0.03549 -0.330
52483.71709 0.03800 -0.330
52483.71818 0.03820 -0.326
52483.71927 0.03840 -0.345
52483.72035 0.03859 -0.336
52483.72140 0.03879 -0.345
52483.72250 0.03899 -0.340
52483.72357 0.03918 -0.333
52483.72464 0.03937 -0.335
52483.72573 0.03957 -0.336
52483.72680 0.03977 -0.339
52483.72787 0.03996 -0.343
52483.72896 0.04016 -0.339
52483.73003 0.04035 -0.337
52483.73110 0.04055 -0.332
52483.73748 0.04171 -0.360
52483.73859 0.04191 -0.336
52483.73965 0.04210 -0.336
52483.74074 0.04230 -0.361
52483.74182 0.04249 -0.342
52483.74479 0.04303 -0.342
52483.74589 0.04323 -0.348
52483.74698 0.04343 -0.342
52483.74806 0.04363 -0.347
52483.74912 0.04382 -0.346
52607.49409 0.52054 -0.229
52607.49523 0.52075 -0.237
52607.49631 0.52095 -0.241
52607.49738 0.52114 -0.237
52607.49847 0.52134 -0.244
52607.49953 0.52153 -0.250
52607.50062 0.52173 -0.251
52607.50169 0.52192 -0.260
52607.50276 0.52212 -0.259
52607.50385 0.52232 -0.259
52607.50493 0.52251 -0.261
52607.50598 0.52270 -0.261
52607.50707 0.52290 -0.272
52607.50815 0.52310 -0.271
52607.50921 0.52329 -0.278
52607.51030 0.52349 -0.276
52607.51137 0.52368 -0.281
52607.51244 0.52388 -0.287
52607.51354 0.52408 -0.287
52607.51460 0.52427 -0.287
52607.51568 0.52447 -0.289
52607.51676 0.52466 -0.297
52607.51784 0.52486 -0.296
52607.51890 0.52505 -0.298
52607.52000 0.52525 -0.296
52607.52105 0.52544 -0.306
52607.52214 0.52564 -0.307
52607.52323 0.52584 -0.311
52607.52430 0.52603 -0.302
52607.52536 0.52622 -0.307
52607.52644 0.52642 -0.314
52607.52753 0.52662 -0.313
52607.52860 0.52681 -0.324
52607.52967 0.52701 -0.314
52607.53076 0.52720 -0.321
52607.53181 0.52740 -0.319
52607.53290 0.52759 -0.322
52607.53398 0.52779 -0.322
52607.53504 0.52798 -0.331
52607.53613 0.52818 -0.327
52607.53719 0.52837 -0.321
52607.53827 0.52857 -0.332
52607.53936 0.52877 -0.333
52607.54046 0.52897 -0.330
52607.54150 0.52916 -0.331
52607.54260 0.52936 -0.338
52607.54369 0.52955 -0.334
52607.54474 0.52974 -0.329
52607.54583 0.52994 -0.335
52607.54691 0.53014 -0.342
52607.54797 0.53033 -0.340
52607.54906 0.53053 -0.351
52607.55012 0.53072 -0.344
52607.55119 0.53092 -0.335
52607.55229 0.53112 -0.337
52607.55336 0.53131 -0.333
52607.55443 0.53150 -0.347
52607.55552 0.53170 -0.352
52607.55658 0.53189 -0.348
52607.55765 0.53209 -0.338
52607.55873 0.53229 -0.339
52607.55981 0.53248 -0.348
52607.56087 0.53267 -0.342
52607.56196 0.53287 -0.350
52607.56305 0.53307 -0.343
52607.56410 0.53326 -0.344
52607.56519 0.53346 -0.342
52607.56628 0.53366 -0.339
52607.56733 0.53385 -0.348
52607.56842 0.53405 -0.348
52607.56950 0.53424 -0.342
52607.57056 0.53443 -0.351
52607.57165 0.53463 -0.333
52607.57275 0.53483 -0.344
52607.57379 0.53502 -0.352
52607.57489 0.53522 -0.344
52607.57595 0.53541 -0.346
52607.57702 0.53561 -0.353
52607.57811 0.53581 -0.349
52607.57918 0.53600 -0.350
52607.58025 0.53619 -0.350
52607.58134 0.53639 -0.352
52607.58241 0.53659 -0.354
52607.58348 0.53678 -0.354
52607.58458 0.53698 -0.338
52607.58564 0.53717 -0.337
52607.58671 0.53737 -0.355
