waveobs	flux	err
394.76716	1e-10	0.0
394.76815999999997	0.7406171434912866	0.0
394.76915999999994	0.7296726356260294	0.0
394.7701599999999	0.7178807337562975	0.0
394.7711599999999	0.7063563300925819	0.0
394.7721599999999	0.696429971201734	0.0
394.77315999999985	0.6891456544997181	0.0
394.7741599999998	0.6849837337927099	0.0
394.7751599999998	0.6840137632052328	0.0
394.7761599999998	0.6861844885232248	0.0
394.77715999999975	0.691449808544073	0.0
394.77815999999973	0.6997146196149541	0.0
394.7791599999997	0.7107158999338764	0.0
394.7801599999997	0.7239391299694057	0.0
394.78115999999966	0.7386443650217515	0.0
394.78215999999964	0.7540101857527248	0.0
394.7831599999996	0.7693306065682214	0.0
394.7841599999996	0.7841527058303144	0.0
394.78515999999956	0.7982759301318225	0.0
394.78615999999954	0.8116194011916513	0.0
394.7871599999995	0.8240352636403706	0.0
394.7881599999995	0.8351626010702561	0.0
394.78915999999947	0.8443833600313093	0.0
394.79015999999945	0.8508902073317179	0.0
394.7911599999994	0.8538342837324936	0.0
394.7921599999994	0.8524993298109034	0.0
394.7931599999994	0.8464461201780737	0.0
394.79415999999935	0.8355859972252498	0.0
394.7951599999993	0.8201737798356118	0.0
394.7961599999993	0.8007466669700163	0.0
394.7971599999993	0.7780535229640856	0.0
394.79815999999926	0.7530038647994498	0.0
394.79915999999923	0.726630891139387	0.0
394.8001599999992	0.7000390572961733	0.0
394.8011599999992	0.6743154856941399	0.0
394.80215999999916	0.6504182618297306	0.0
394.80315999999914	0.6290828222250395	0.0
394.8041599999991	0.6107844465123232	0.0
394.8051599999991	0.5957635556805688	0.0
394.80615999999907	0.5840884908460289	0.0
394.80715999999904	0.5757210119937103	0.0
394.808159999999	0.5705627498627733	0.0
394.809159999999	0.5684800306685517	0.0
394.810159999999	0.5693165720783889	0.0
394.81115999999895	0.5729063069303574	0.0
394.8121599999989	0.5790950398388245	0.0
394.8131599999989	0.5877707766566294	0.0
394.8141599999989	0.5988888011316911	0.0
394.81515999999885	0.612465705964621	0.0
394.81615999999883	0.6285202429044335	0.0
394.8171599999988	0.6469659912986365	0.0
394.8181599999988	0.6674987401353182	0.0
394.81915999999876	0.6895395215973656	0.0
394.82015999999874	0.7122705629703534	0.0
394.8211599999987	0.7347494629939239	0.0
394.8221599999987	0.7560481474917446	0.0
394.82315999999867	0.775367171085345	0.0
394.82415999999864	0.7921108332427053	0.0
394.8251599999986	0.8059360975706487	0.0
394.8261599999986	0.8167847473467807	0.0
394.82715999999857	0.8248860408121941	0.0
394.82815999999855	0.8307079911480449	0.0
394.8291599999985	0.8348553788550437	0.0
394.8301599999985	0.8379454141501148	0.0
394.8311599999985	0.8405068144611649	0.0
394.83215999999845	0.8429320570636264	0.0
394.83315999999843	0.8454812561097128	0.0
394.8341599999984	0.848313725008207	0.0
394.8351599999984	0.8515200460177067	0.0
394.83615999999836	0.8551376582209678	0.0
394.83715999999833	0.8591471182933237	0.0
394.8381599999983	0.8634587161348256	0.0
394.8391599999983	0.8679066102527604	0.0
394.84015999999826	0.8722661109075279	0.0
394.84115999999824	0.8762974433807512	0.0
394.8421599999982	0.8798016101247035	0.0
394.8431599999982	0.8826624058054906	0.0
394.84415999999817	0.884852412148209	0.0
394.84515999999815	0.8863979436508848	0.0
394.8461599999981	0.8873162537722841	0.0
394.8471599999981	0.8875466734598828	0.0
394.8481599999981	0.8868956914995316	0.0
394.84915999999805	0.8850126478158958	0.0
394.850159999998	0.8814115134841484	0.0
394.851159999998	0.8755479594588039	0.0
394.852159999998	0.866941747030006	0.0
394.85315999999796	0.8553087524348425	0.0
394.85415999999793	0.8406527777486259	0.0
394.8551599999979	0.8232762179842096	0.0
394.8561599999979	0.80369601708446	0.0
394.85715999999786	0.782486126180398	0.0
394.85815999999784	0.7601010732497396	0.0
394.8591599999978	0.7367537758460276	0.0
394.8601599999978	0.7124046105414319	0.0
394.86115999999777	0.6868647340985554	0.0
394.86215999999774	0.6599573284834661	0.0
394.8631599999977	0.6316609785038945	0.0
394.8641599999977	0.6021905555241807	0.0
394.8651599999977	0.5720179453729216	0.0
394.86615999999765	0.5418560425302418	0.0
394.8671599999976	0.5126165297064443	0.0
394.8681599999976	0.48533135248276715	0.0
394.8691599999976	0.46102947223593865	0.0
394.87015999999755	0.44058847364312	0.0
394.87115999999753	0.4246091680550897	0.0
394.8721599999975	0.413360497809651	0.0
394.8731599999975	0.4068082342258738	0.0
394.87415999999746	0.40469985756897514	0.0
394.87515999999744	0.40665845447996757	0.0
394.8761599999974	0.41224893803510837	0.0
394.8771599999974	0.421007954022034	0.0
394.87815999999737	0.43245454046343995	0.0
394.87915999999734	0.446107562497165	0.0
394.8801599999973	0.46152644971246104	0.0
394.8811599999973	0.4783723190867674	0.0
394.88215999999727	0.4964664813947049	0.0
394.88315999999725	0.5158096766221191	0.0
394.8841599999972	0.5365289349286297	0.0
394.8851599999972	0.5587502036113439	0.0
394.8861599999972	0.5824434330568496	0.0
394.88715999999715	0.6073150173831655	0.0
394.88815999999713	0.632798727865728	0.0
394.8891599999971	0.6581350947937615	0.0
394.8901599999971	0.682482266313035	0.0
394.89115999999706	0.7050047463037735	0.0
394.89215999999703	0.7249275377960623	0.0
394.893159999997	0.7415805723109984	0.0
394.894159999997	0.7544612782348684	0.0
394.89515999999696	0.7633125360102859	0.0
394.89615999999694	0.7681768898299499	0.0
394.8971599999969	0.7693801323001265	0.0
394.8981599999969	0.7674316112064197	0.0
394.89915999999687	0.762882032218116	0.0
394.90015999999684	0.7562096435034898	0.0
