ind_header,ind,JD,mag,flags
37,71,59163.474176,0.94,True
37,72,59163.477866,0.898,True
37,73,59163.481554,0.925,True
37,74,59163.485244,0.913,True
37,75,59163.488944,0.926,True
37,76,59163.492634,0.9,True
37,77,59163.496324,0.918,True
37,78,59163.500012,0.907,True
37,79,59163.503704,0.918,True
37,80,59163.507402,0.927,True
37,81,59163.51109,0.925,True
37,82,59163.515518,0.899,True
37,83,59163.519206,0.915,True
37,84,59163.5229,0.928,True
37,85,59163.526596,0.925,True
37,86,59163.530286,0.935,True
37,87,59163.533974,0.937,True
37,88,59163.537664,0.927,True
37,89,59163.541354,0.943,True
37,90,59163.545052,0.929,True
37,91,59163.548742,0.909,True
37,92,59163.552432,0.919,True
37,93,59163.556122,0.908,True
37,94,59163.561296,0.929,True
38,0,59175.210344,1.476,True
38,1,59175.214034,1.489,True
38,2,59175.217872,1.474,True
38,3,59175.22215,1.49,True
38,4,59175.225844,1.498,True
38,5,59175.229538,1.479,True
38,6,59175.233522,1.494,True
38,7,59175.237656,1.492,True
38,8,59175.24476,1.496,True
38,9,59175.250516,1.482,True
38,10,59175.253642,1.517,True
38,11,59175.25693,1.482,True
38,12,59175.259198,1.478,True
38,13,59175.26147,1.492,True
38,14,59175.263426,1.484,True
38,15,59175.265386,1.484,True
38,16,59175.267338,1.486,True
38,17,59175.269296,1.479,True
38,18,59175.271252,1.492,True
38,19,59175.273208,1.488,True
38,20,59175.275168,1.483,True
38,21,59175.277124,1.489,True
38,22,59175.279082,1.491,True
38,23,59175.28104,1.493,True
38,24,59175.282994,1.486,True
38,25,59175.285186,1.485,True
38,26,59175.2873,1.464,True
38,27,59175.289254,1.478,True
38,28,59175.291212,1.461,True
38,29,59175.293166,1.475,True
38,30,59175.295122,1.468,True
38,31,59175.29708,1.505,True
38,32,59175.299034,1.482,True
38,33,59175.300992,1.494,True
38,34,59175.302948,1.47,True
38,35,59175.304904,1.497,True
38,36,59175.306862,1.485,True
38,37,59175.308816,1.489,True
38,38,59175.310776,1.486,True
38,39,59175.31273,1.471,True
38,40,59175.314684,1.503,True
38,41,59175.316644,1.5,True
38,42,59175.3186,1.483,True
38,43,59175.320556,1.49,True
38,44,59175.322512,1.499,True
38,45,59175.324466,1.515,True
38,46,59175.326424,1.5,True
38,47,59175.32838,1.494,True
38,48,59175.330336,1.492,True
38,49,59175.332292,1.489,True
38,50,59175.334248,1.498,True
38,51,59175.336204,1.489,True
38,52,59175.338162,1.509,True
38,53,59175.340118,1.499,True
38,54,59175.342076,1.498,True
38,55,59175.344028,1.498,True
38,56,59175.345986,1.493,True
38,57,59175.347942,1.506,True
38,58,59175.349898,1.502,True
38,59,59175.351858,1.51,True
38,60,59175.353812,1.494,True
38,61,59175.355768,1.486,True
38,62,59175.357724,1.498,True
38,63,59175.359682,1.505,True
38,64,59175.361638,1.507,True
38,65,59175.363594,1.492,True
38,66,59175.365552,1.506,True
38,67,59175.367506,1.505,True
38,68,59175.369462,1.503,True
38,69,59175.371422,1.505,True
38,70,59175.373378,1.502,True
38,71,59175.375334,1.516,True
38,72,59175.37729,1.497,True
38,73,59175.379244,1.517,True
38,74,59175.381202,1.507,True
38,75,59175.383158,1.514,True
38,76,59175.385116,1.518,True
38,77,59175.387072,1.508,True
38,78,59175.389026,1.513,True
38,79,59175.390984,1.505,True
38,80,59175.39294,1.523,True
38,81,59175.394896,1.51,True
38,82,59175.396852,1.514,True
38,83,59175.398806,1.511,True
38,84,59175.400764,1.496,True
38,85,59175.40272,1.509,True
38,86,59175.404676,1.51,True
38,87,59175.406632,1.513,True
38,88,59175.408586,1.505,True
38,89,59175.410544,1.496,True
39,0,59176.124184,0.334,False
39,1,59176.128385,0.298,False
39,2,59176.132575,0.246,True
39,3,59176.145226,0.284,False
39,4,59176.157865,0.259,True
39,5,59176.162089,0.248,True
39,6,59176.166325,0.226,True
39,7,59176.170503,0.241,True
39,8,59176.188455,0.242,True
39,9,59176.206395,0.252,True
39,10,59176.210584,0.238,True
39,11,59176.21485,0.238,True
39,12,59176.219028,0.231,True
39,13,59176.223218,0.247,True
39,14,59176.227494,0.249,True
39,15,59176.231678,0.258,True
39,16,59176.235862,0.266,True
39,17,59176.240139,0.264,True
39,18,59176.244323,0.255,True
39,19,59176.248501,0.248,True
39,20,59176.252778,0.245,True
39,21,59176.256962,0.248,True
39,22,59176.261146,0.245,True
39,23,59176.266204,0.232,True
39,24,59176.270411,0.24,True
39,25,59176.274601,0.239,True
39,26,59176.278981,0.266,True
39,27,59176.283374,0.26,True
39,28,59176.287558,0.269,True
39,29,59176.291788,0.254,True
39,30,59176.296013,0.258,True
39,31,59176.300203,0.247,True
39,32,59176.304421,0.251,True
39,33,59176.308646,0.259,True
39,34,59176.31283,0.27,True
39,35,59176.317072,0.252,True
39,36,59176.322749,0.265,True
39,37,59176.32695,0.26,True
39,38,59176.33114,0.252,True
39,39,59176.335376,0.26,True
39,40,59176.339601,0.239,True
39,41,59176.343785,0.25,True
39,42,59176.348015,0.24,True
39,43,59176.352245,0.24,True
39,44,59176.356429,0.237,True
39,45,59176.360666,0.245,True
39,46,59176.364896,0.25,True
39,47,59176.369074,0.25,True
39,48,59176.373304,0.258,True
39,49,59176.377541,0.262,True
39,50,59176.381719,0.264,True
39,51,59176.385943,0.271,True
39,52,59176.390249,0.242,True
39,53,59176.394433,0.257,True
39,54,59176.398617,0.263,True
39,55,59176.402899,0.251,True
39,56,59176.407078,0.249,True
39,57,59176.411267,0.251,True
39,58,59176.41555,0.231,True
39,59,59176.419734,0.239,True
39,60,59176.423918,0.253,True
39,61,59176.428194,0.249,True
39,62,59176.432506,0.24,True
39,63,59176.436684,0.241,True
39,64,59176.440868,0.257,True
39,65,59176.445145,0.247,True
39,66,59176.451337,0.232,True
39,67,59176.455538,0.264,True
39,68,59176.459716,0.262,True
39,69,59176.463953,0.259,True
39,70,59176.468183,0.247,True
39,71,59176.472367,0.251,True
39,72,59176.476591,0.246,True
39,73,59176.480828,0.264,True
39,74,59176.485006,0.27,True
39,75,59176.489242,0.264,True
40,0,59532.878085,0.095,True
40,1,59532.88307,0.114,True
40,2,59532.888065,0.113,True
40,3,59532.89305,0.116,True
40,4,59532.898275,0.12,True
40,5,59532.903245,0.124,True
40,6,59532.908225,0.121,True
40,7,59532.913205,0.122,True
40,8,59532.928155,0.13,True
40,9,59532.933135,0.136,True
40,10,59532.93813,0.137,True
40,11,59532.94312,0.144,True
40,12,59532.9481,0.15,True
40,13,59532.953085,0.152,True
40,14,59532.95807,0.151,True
40,15,59532.96307,0.163,True
40,16,59532.968065,0.168,True
40,17,59532.973045,0.166,True
40,18,59532.978025,0.166,True
40,19,59532.983005,0.17,True
40,20,59532.988,0.177,True
40,21,59532.99299,0.179,True
40,22,59532.99798,0.198,True
40,23,59533.00298,0.197,True
40,24,59533.00798,0.199,True
40,25,59533.012955,0.208,True
40,26,59533.017935,0.206,True
40,27,59533.02292,0.22,True
40,28,59533.027905,0.216,True
40,29,59533.03289,0.215,True
40,30,59533.03662,0.239,True
41,0,59557.140656,1.299,True
41,1,59557.144708,1.317,True
41,2,59557.148355,1.33,True
41,3,59557.152003,1.314,True
41,4,59557.155648,1.333,True
41,5,59557.159295,1.391,False
41,6,59557.165373,1.272,False
41,7,59557.239492,1.291,True
41,8,59557.27716,1.303,True
41,9,59557.280807,1.296,True
41,10,59557.284454,1.286,True
41,11,59557.288103,1.289,True
41,12,59557.29175,1.307,True
41,13,59557.295517,1.299,True
41,14,59557.299223,1.291,True
41,15,59557.30287,1.302,True
41,16,59557.306517,1.29,True
41,17,59557.310163,1.303,True
41,18,59557.31381,1.3,True
41,19,59557.317456,1.313,True
41,20,59557.321102,1.309,True
41,21,59557.324749,1.312,True
41,22,59557.328395,1.31,True
41,23,59557.332042,1.303,True
41,24,59557.335689,1.296,True
41,25,59557.339335,1.303,True
41,26,59557.342981,1.305,True
41,27,59557.346627,1.31,True
41,28,59557.350272,1.321,True
41,29,59557.353919,1.314,True
41,30,59557.357565,1.315,True
41,31,59557.361211,1.326,True
41,32,59557.364858,1.325,True
41,33,59557.368506,1.34,True
41,34,59557.372152,1.347,True
41,35,59557.376205,1.351,True
42,0,59591.3308796,0.447,True
42,1,59591.3378588,0.449,True
42,2,59591.3448495,0.447,True
42,3,59591.3518287,0.437,True
42,4,59591.3588079,0.448,True
42,5,59591.365787,0.441,True
42,6,59591.3727778,0.48,True
42,7,59591.3797569,0.464,True
42,8,59591.3867361,0.465,True
42,9,59591.3937269,0.451,True
42,10,59591.400706,0.437,True
42,11,59591.4076852,0.447,True
42,12,59591.4146644,0.448,True
42,13,59591.4216551,0.455,True
42,14,59591.4286343,0.449,True
42,15,59591.4356134,0.429,True
42,16,59591.4426042,0.445,True
42,17,59591.4495833,0.447,True
42,18,59591.4565625,0.441,True
42,19,59591.4635417,0.436,True
42,20,59591.4705324,0.452,True
42,21,59591.4775116,0.444,True
42,22,59591.4844907,0.445,True
42,23,59591.4914815,0.448,True
42,24,59591.4984606,0.434,True
42,25,59591.5054398,0.422,True
42,26,59591.512419,0.428,True
42,27,59591.5194097,0.422,True
42,28,59591.5822454,0.437,True
42,29,59591.5892245,0.434,True
42,30,59591.5962153,0.435,True
42,31,59591.6031944,0.432,True
42,32,59591.6101736,0.435,True
42,33,59591.6171644,0.426,True
42,34,59591.6241435,0.44,True
42,35,59591.6311227,0.45,True
42,36,59591.6381019,0.442,True
42,37,59591.6450926,0.461,True
42,38,59591.6520718,0.474,True
42,39,59591.6590509,0.481,True
42,40,59591.6660301,0.482,True
42,41,59591.6730208,0.495,True
42,42,59591.68,0.501,True
42,43,59591.6869792,0.52,True
42,44,59591.6939699,0.52,True
42,45,59591.7009491,0.518,True
42,46,59591.7079282,0.519,True
42,47,59591.7149074,0.523,True
42,48,59591.7218981,0.517,True
42,49,59591.7288773,0.544,True
43,0,59591.376496,0.96,True
43,1,59591.38444,0.958,True
43,2,59591.392242,0.955,True
43,3,59591.400046,0.951,True
43,4,59591.407849,0.946,True
43,5,59591.415651,0.95,True
43,6,59591.423452,0.954,True
43,7,59591.431254,0.948,True
43,8,59591.439057,0.949,True
43,9,59591.446858,0.955,True
43,10,59591.45466,0.955,True
43,11,59591.462462,0.953,True
43,12,59591.470264,0.954,True
43,13,59591.478066,0.942,True
43,14,59591.485868,0.942,True
43,15,59591.493671,0.944,True
43,16,59591.501473,0.941,True
43,17,59591.509274,0.942,True
43,18,59591.517076,0.939,True
43,19,59591.524878,0.932,True
43,20,59591.563887,0.931,True
43,21,59591.571689,0.932,True
44,0,59591.47897,14.543,True
44,1,59591.49003,14.523,True
44,2,59591.49373,14.531,True
44,3,59591.49741,14.516,True
44,4,59591.5011,14.522,True
44,5,59591.50478,14.519,True
44,6,59591.50847,14.518,True
44,7,59591.51215,14.522,True
44,8,59591.51584,14.53,True
44,9,59591.51953,14.514,True
44,10,59591.52321,14.521,True
44,11,59591.5269,14.532,True
44,12,59591.56007,14.524,True
44,13,59591.56376,14.525,True
44,14,59591.56744,14.515,True
44,15,59591.57112,14.513,True
44,16,59591.57481,14.511,True
44,17,59591.5785,14.51,True
44,18,59591.58219,14.526,True
44,19,59591.58587,14.51,True
44,20,59591.58956,14.517,True
44,21,59591.59324,14.523,True
44,22,59591.59692,14.513,True
44,23,59591.60061,14.533,True
44,24,59591.60429,14.517,True
44,25,59591.60797,14.525,True
44,26,59591.61167,14.53,True
44,27,59591.61535,14.529,True
44,28,59591.61903,14.533,True
44,29,59591.62272,14.535,True
44,30,59591.6264,14.537,True
44,31,59591.63009,14.532,True
44,32,59591.63377,14.546,True
44,33,59591.63745,14.549,True
44,34,59591.64115,14.55,True
44,35,59591.6464,14.553,True
44,36,59591.65008,14.554,True
44,37,59591.65377,14.547,True
44,38,59591.65747,14.569,True
44,39,59591.66115,14.574,True
44,40,59591.66483,14.574,True
44,41,59591.66852,14.583,True
44,42,59591.6722,14.575,True
44,43,59591.67588,14.581,True
44,44,59591.67957,14.59,True
44,45,59591.68325,14.592,True
44,46,59591.68693,14.601,True
44,47,59591.69062,14.596,True
44,48,59591.69431,14.601,True
44,49,59591.69799,14.6,True
44,50,59591.70168,14.602,True
44,51,59591.70536,14.599,True
44,52,59591.70904,14.619,True
44,53,59591.71273,14.611,True
44,54,59591.71641,14.628,True
44,55,59591.72009,14.617,True
44,56,59591.72378,14.612,True
44,57,59591.72747,14.593,True
44,58,59591.73115,14.609,True
44,59,59591.73484,14.608,True
44,60,59591.73852,14.603,True
44,61,59591.7422,14.598,True
44,62,59591.74589,14.608,True
44,63,59591.74957,14.611,True
44,64,59591.75325,14.598,True
44,65,59591.75694,14.598,True
44,66,59591.76063,14.592,True
44,67,59591.76432,14.576,True
44,68,59591.76801,14.583,True
44,69,59591.77169,14.579,True
44,70,59591.77537,14.576,True
44,71,59591.77906,14.553,True
44,72,59591.78274,14.553,True
45,0,59592.2756,1.625,True
45,1,59592.280282,1.626,True
45,2,59592.283908,1.619,True
45,3,59592.288126,1.63,True
45,4,59592.291906,1.626,True
45,5,59592.295536,1.596,True
45,6,59592.299174,1.6,True
45,7,59592.302802,1.621,True
45,8,59592.306438,1.613,True
45,9,59592.310072,1.581,True
45,10,59592.313704,1.618,True
45,11,59592.31801,1.579,True
45,12,59592.322392,1.603,True
45,13,59592.326174,1.597,True
45,14,59592.33199,1.576,True
45,15,59592.335626,1.596,True
45,16,59592.339264,1.538,True
45,17,59592.342902,1.565,True
45,18,59592.346538,1.567,True
45,19,59592.35017,1.581,True
45,20,59592.356596,1.556,True
45,21,59592.365558,1.554,True
45,22,59592.369192,1.557,True
45,23,59592.372828,1.548,True
45,24,59592.376466,1.565,True
45,25,59592.380102,1.56,True
45,26,59592.38374,1.542,True
45,27,59592.38737,1.555,True
45,28,59592.391012,1.577,True
45,29,59592.394644,1.586,True
45,30,59592.39862,1.578,True
45,31,59592.402758,1.566,True
45,32,59592.406396,1.587,True
45,33,59592.410032,1.594,True
45,34,59592.413668,1.605,True
45,35,59592.4173,1.594,True
45,36,59592.42094,1.602,True
45,37,59592.424574,1.564,True
45,38,59592.428212,1.546,True
45,39,59592.431844,1.557,True
45,40,59592.435482,1.584,True
45,41,59592.439452,1.586,True
45,42,59592.443598,1.595,True
45,43,59592.447232,1.579,True
45,44,59592.45087,1.576,True
45,45,59592.454504,1.591,True
45,46,59592.45814,1.555,True
45,47,59592.461774,1.574,True
45,48,59592.465416,1.602,True
45,49,59592.469048,1.59,True
45,50,59592.472686,1.621,True
45,51,59592.47632,1.618,True
45,52,59592.480124,1.601,True
45,53,59592.48443,1.64,True
45,54,59592.488072,1.594,True
45,55,59592.491704,1.599,True
45,56,59592.495342,1.571,True
45,57,59592.502468,1.593,True
45,58,59592.520068,1.573,True
46,0,59604.228398,1.225,True
46,1,59604.23207,1.223,True
46,2,59604.235706,1.21,True
46,3,59604.239338,1.197,True
46,4,59604.24297,1.199,True
46,5,59604.246606,1.177,True
46,6,59604.250236,1.189,True
46,7,59604.25388,1.169,True
46,8,59604.25751,1.163,True
46,9,59604.261148,1.156,True
46,10,59604.265222,1.146,True
46,11,59604.269148,1.131,True
46,12,59604.272788,1.143,True
46,13,59604.27642,1.136,True
46,14,59604.280056,1.14,True
46,15,59604.283686,1.138,True
46,16,59604.287322,1.122,True
46,17,59604.290954,1.127,True
46,18,59604.294588,1.116,True
46,19,59604.298222,1.121,True
46,20,59604.302578,1.111,True
46,21,59604.30752,1.105,True
46,22,59604.3113,1.1,True
46,23,59604.314932,1.107,True
46,24,59604.318564,1.106,True
46,25,59604.322776,1.11,True
46,26,59604.327284,1.096,True
46,27,59604.330916,1.104,True
46,28,59604.33455,1.107,True
46,29,59604.338178,1.106,True
46,30,59604.341816,1.098,True
46,31,59604.345446,1.103,True
46,32,59604.349082,1.092,True
46,33,59604.352714,1.11,True
46,34,59604.356344,1.107,True
46,35,59604.359982,1.097,True
46,36,59604.363608,1.099,True
46,37,59604.367244,1.105,True
46,38,59604.370878,1.107,True
46,39,59604.374654,1.115,True
46,40,59604.378868,1.12,True
46,41,59604.382502,1.115,True
46,42,59604.386136,1.115,True
46,43,59604.38977,1.1,True
46,44,59604.3934,1.117,True
46,45,59604.397036,1.113,True
46,46,59604.400668,1.112,True
46,47,59604.404302,1.106,True
46,48,59604.407934,1.118,True
46,49,59604.411566,1.113,True
46,50,59604.415202,1.104,True
46,51,59604.418832,1.117,True
46,52,59604.423046,1.11,True
46,53,59604.427552,1.101,True
46,54,59604.431182,1.112,True
46,55,59604.436266,1.108,True
46,56,59604.439902,1.104,True
46,57,59604.443534,1.117,True
46,58,59604.449346,1.104,True
46,59,59604.453704,1.1,True
46,60,59604.458502,1.108,True
46,61,59604.464608,1.099,True
46,62,59604.471146,1.099,True
46,63,59604.478558,1.096,True
46,64,59604.485824,1.1,True
46,65,59604.490762,1.092,True
46,66,59604.495264,1.092,True
46,67,59604.49963,1.105,True
46,68,59604.504428,1.077,True
46,69,59604.511108,1.101,True
46,70,59604.514744,1.073,True
46,71,59604.518376,1.1,True
46,72,59604.522154,1.079,True
46,73,59604.52637,1.07,True
46,74,59604.530002,1.073,True
46,75,59604.533636,1.082,True
46,76,59604.537272,1.07,True
46,77,59604.5409,1.085,True
46,78,59604.544536,1.079,True
46,79,59604.548164,1.076,True
46,80,59604.551794,1.085,True
46,81,59604.556012,1.069,True
46,82,59604.560514,1.093,True
46,83,59604.564144,1.088,True
46,84,59604.567776,1.09,True
46,85,59604.571406,1.083,True
47,0,9676.26731455,-1.44715,True
47,1,9676.26968993,-1.4464,True
47,2,9676.27206357,-1.44181,True
47,3,9676.27443929,-1.44766,True
47,4,9676.27681777,-1.44535,True
47,5,9676.27918877,-1.45352,True
47,6,9676.2815678,-1.45089,True
47,7,9676.2839426,-1.45959,True
47,8,9676.28631773,-1.46647,True
47,9,9676.288689,-1.4662,True
47,10,9676.29106818,-1.4808,True
47,11,9676.29344422,-1.47449,True
47,12,9676.29581986,-1.47471,True
47,13,9676.29819443,-1.48875,True
47,14,9676.30057096,-1.48456,True
47,15,9676.30534224,-1.47911,True
47,16,9676.30771797,-1.48218,True
47,17,9676.31009805,-1.47685,True
47,18,9676.31247652,-1.49038,True
47,19,9676.31485186,-1.48707,True
47,20,9676.31722773,-1.48435,True
47,21,9676.31960597,-1.48503,True
47,22,9676.32198398,-1.48572,True
47,23,9676.32435756,-1.47479,True
47,24,9676.32672989,-1.47681,True
47,25,9676.32910578,-1.47278,True
47,26,9676.33148197,-1.46499,True
47,27,9676.33385594,-1.46856,True
47,28,9676.33623188,-1.4517,True
47,29,9676.3386114,-1.46394,True
47,30,9676.34098274,-1.46348,True
47,31,9676.34335634,-1.46228,True
47,32,9676.34572808,-1.46755,True
47,33,9676.34810559,-1.45248,True
47,34,9676.3504798,-1.46624,True
47,35,9676.352851,-1.46735,True
47,36,9676.35523055,-1.4557,True
47,37,9676.35760623,-1.46436,True
47,38,9676.35997627,-1.46722,True
47,39,9676.36235429,-1.45825,True
47,40,9676.36473382,-1.4634,True
47,41,9676.367105,-1.45259,True
47,42,9676.36947602,-1.45906,True
47,43,9676.3718472,-1.44624,True
47,44,9676.37422525,-1.45821,True
47,45,9676.37660027,-1.45824,True
47,46,9676.37897634,-1.44632,True
47,47,9676.38135944,-1.43971,True
47,48,9676.3837418,-1.44228,True
47,49,9676.38613397,-1.45101,True
47,50,9676.38850964,-1.46037,True
47,51,9676.39088862,-1.44501,True
47,52,9676.39326602,-1.44718,True
47,53,9676.39564738,-1.44981,True
47,54,9676.39802312,-1.45574,True
47,55,9676.40039903,-1.45061,True
47,56,9676.40277469,-1.44921,True
47,57,9676.40514857,-1.45641,True
47,58,9676.40752552,-1.45736,True
47,59,9676.40990355,-1.45641,True
47,60,9676.41227834,-1.449,True
47,61,9676.41465041,-1.45004,True
47,62,9676.41702793,-1.45743,True
47,63,9676.4193989,-1.45757,True
47,64,9676.42177241,-1.45981,True
47,65,9676.42414724,-1.44901,True
47,66,9676.42652615,-1.46448,True
47,67,9676.42889742,-1.45925,True
47,68,9676.43127306,-1.46192,True
47,69,9676.43365087,-1.46994,True
47,70,9676.43602897,-1.4601,True
47,71,9676.43840819,-1.48223,True
47,72,9676.44078353,-1.47153,True
47,73,9676.44315929,-1.4748,True
47,74,9676.44553557,-1.46911,True
47,75,9676.44791269,-1.47718,True
47,76,9676.45028865,-1.4866,True
47,77,9676.45266706,-1.4844,True
47,78,9676.45504267,-1.4929,True
47,79,9676.45742321,-1.48812,True
47,80,9676.45980207,-1.4958,True
47,81,9676.46217744,-1.49642,True
47,82,9676.46455247,-1.48846,True
47,83,9676.46692766,-1.49857,True
47,84,9676.46930725,-1.4984,True
47,85,9676.47168179,-1.49858,True
47,86,9676.47405734,-1.50643,True
47,87,9676.47643302,-1.4994,True
47,88,9676.47881086,-1.50329,True
47,89,9676.4811865,-1.50249,True
47,90,9676.48355732,-1.50554,True
47,91,9676.48592814,-1.50151,True
47,92,9676.48829903,-1.4989,True
47,93,9676.4906777,-1.49226,True
47,94,9676.49305335,-1.50116,True
47,95,9676.49542877,-1.51196,True
47,96,9676.49780417,-1.50118,True
47,97,9676.50017788,-1.50541,True
47,98,9676.50255286,-1.50885,True
47,99,9676.5049285,-1.50286,True
47,100,9676.50730392,-1.50386,True
47,101,9676.50968853,-1.50382,True
47,102,9676.51206477,-1.50651,True
47,103,9676.51443929,-1.50494,True
47,104,9676.51681467,-1.50903,True
47,105,9676.51919005,-1.51045,True
47,106,9676.52156901,-1.50978,True
47,107,9676.5239429,-1.49378,True
47,108,9676.52631817,-1.50583,True
47,109,9676.5286922,-1.49343,True
47,110,9676.53107119,-1.49135,True
47,111,9676.53344832,-1.49612,True
48,0,10017.463253,-1.275,True
48,1,10017.47069,-1.282,True
48,2,10017.478187,-1.275,True
48,3,10017.484817,-1.27,True
48,4,10017.491455,-1.291,True
48,5,10017.498105,-1.268,True
48,6,10017.504747,-1.273,True
48,7,10017.511382,-1.277,True
48,8,10017.51801,-1.269,True
48,9,10017.524647,-1.276,True
48,10,10017.531286,-1.272,True
48,11,10017.537919,-1.274,True
48,12,10017.544551,-1.275,True
48,13,10017.551183,-1.292,True
48,14,10017.557824,-1.272,True
48,15,10017.564478,-1.265,True
48,16,10017.571102,-1.261,True
48,17,10017.577721,-1.269,True
48,18,10017.584352,-1.267,True
48,19,10017.59099,-1.261,True
48,20,10017.598038,-1.264,True
48,21,10017.606769,-1.262,True
48,22,10017.614237,-1.28,True
