2451774.40047 -0.462
2451774.40214 -0.465
2451774.40283 -0.467
2451774.40353 -0.455
2451774.40492 -0.483
2451774.41673 -0.520
2451774.41742 -0.529
2451774.42020 -0.524
2451774.43418 -0.500
2451774.44556 -0.502
2451774.44625 -0.502
2451774.44695 -0.473
2451774.44764 -0.475
2451774.44903 -0.466
2451774.44973 -0.493
2451774.45042 -0.498
2451774.45112 -0.483
2451774.45250 -0.500
2451774.45320 -0.453
2451774.46253 -0.436
2451774.46565 -0.408
2451774.46731 -0.401
2451774.47052 -0.395
2451774.47154 -0.385
2451774.47232 -0.407
2451774.47326 -0.360
2451774.47605 -0.354
2451774.47674 -0.380
2451774.47807 -0.358
2451774.48135 -0.346
2451774.48490 -0.305
2451774.48623 -0.294
2451774.48687 -0.275
2451774.48786 -0.281
2451774.48862 -0.269
2451774.49054 -0.258
2451774.49161 -0.249
2451774.49262 -0.230
2451774.49381 -0.228
2451774.49443 -0.201
2451774.49643 -0.193
2451774.49743 -0.189
2451774.49991 -0.178
2451774.50070 -0.171
2451774.50227 -0.159
2451774.50396 -0.150
2451774.50481 -0.159
2451774.50820 -0.142
2451774.51032 -0.134
2451774.51213 -0.129
2451774.51289 -0.137
2451774.51412 -0.142
2451774.51480 -0.145
2451774.51555 -0.147
2451774.51619 -0.140
2451774.51717 -0.132
2451774.51786 -0.144
2451774.51942 -0.140
2451774.52011 -0.126
2451774.52238 -0.146
2451774.52309 -0.148
2451774.52377 -0.150
2451774.52489 -0.149
2451774.52557 -0.145
2451774.52653 -0.146
2451774.52721 -0.141
2451774.52884 -0.150
2451774.53002 -0.153
2451774.53106 -0.151
2451774.53214 -0.148
2451774.57867 -0.450
2451774.57967 -0.455
2451774.58053 -0.489
2451774.58114 -0.467
2451774.58191 -0.474
2451774.58289 -0.471
2451774.58346 -0.479
2451774.58416 -0.463
2451774.58716 -0.484
2451774.58775 -0.506
2451774.58844 -0.496
2451774.58923 -0.493
2451774.58982 -0.498
2451774.59039 -0.485
2451774.59107 -0.487
2451774.59165 -0.498
2451774.59226 -0.490
2451774.59289 -0.496
2451774.59368 -0.496
2451774.59432 -0.490
2451774.59488 -0.517
2451774.59557 -0.491
2451774.59685 -0.504
2451774.59767 -0.504
2451775.38685 -0.479
2451775.38755 -0.486
2451775.38824 -0.484
2451775.38893 -0.479
2451775.39591 -0.467
2451775.39661 -0.477
2451775.39730 -0.469
2451775.39800 -0.466
2451775.39869 -0.459
2451775.39939 -0.442
2451775.40008 -0.456
2451775.40078 -0.460
2451775.40147 -0.456
2451775.40216 -0.447
2451775.40286 -0.435
2451775.41596 -0.366
2451775.41700 -0.360
2451775.41804 -0.356
2451775.41909 -0.307
2451775.42013 -0.332
2451775.42117 -0.337
2451775.42221 -0.336
2451775.42325 -0.312
2451775.42429 -0.286
2451775.42534 -0.285
2451775.42638 -0.300
2451775.42742 -0.265
2451775.42846 -0.275
2451775.42950 -0.241
2451775.43054 -0.228
2451775.43159 -0.254
2451775.43263 -0.223
2451775.43367 -0.228
2451775.43471 -0.219
2451775.43575 -0.202
2451775.43679 -0.209
2451775.43784 -0.200
2451775.43888 -0.205
2451775.43992 -0.188
2451775.44096 -0.195
2451775.44199 -0.200
2451775.44303 -0.197
2451775.44407 -0.184
2451775.44512 -0.194
2451775.44616 -0.202
2451775.44720 -0.210
2451775.44824 -0.199
2451775.45273 -0.202
2451775.45378 -0.191
2451775.45483 -0.186
2451775.45587 -0.215
2451775.45691 -0.201
2451775.45795 -0.210
2451775.45898 -0.195
2451775.46002 -0.186
2451775.46106 -0.198
2451775.46211 -0.202
2451775.46315 -0.193
2451775.46419 -0.207
2451775.46523 -0.204
2451775.46627 -0.195
2451775.46731 -0.204
2451775.46836 -0.194
2451775.46940 -0.188
2451775.47044 -0.201
2451775.47148 -0.213
2451775.47252 -0.214
2451775.47356 -0.214
2451775.47461 -0.227
2451775.47565 -0.240
2451775.47669 -0.238
2451775.47778 -0.264
2451775.47848 -0.255
2451775.47917 -0.269
2451775.47987 -0.255
2451775.48056 -0.287
2451775.48126 -0.276
2451775.48195 -0.287
2451775.48264 -0.307
2451775.48334 -0.297
2451775.48403 -0.296
2451775.48473 -0.314
2451775.48542 -0.320
2451775.48612 -0.307
2451775.48681 -0.334
2451775.48751 -0.332
2451775.48820 -0.339
2451775.48889 -0.336
2451775.48959 -0.363
2451775.50151 -0.420
2451775.50220 -0.429
2451775.50307 -0.420
2451775.50376 -0.430
2451775.50446 -0.432
2451775.50515 -0.433
2451775.50584 -0.436
2451775.52351 -0.481
2451775.52420 -0.479
2451775.52490 -0.507
2451775.56137 -0.519
2451775.56207 -0.497
2451775.56276 -0.505
2451775.56345 -0.507
2451775.56415 -0.489
2451775.56484 -0.497
2451775.56928 -0.515
2451775.57032 -0.496
2451775.57136 -0.493
2451775.57240 -0.472
