0.000000	8.316909	1.000000
0.002000	8.315289	1.000000
0.004010	8.318278	1.000000
0.006010	8.317311	1.000000
0.008020	8.317871	1.000000
0.010020	8.316248	1.000000
0.012020	8.314318	1.000000
0.014030	8.313405	1.000000
0.016030	8.311782	1.000000
0.018040	8.309892	1.000000
0.020040	8.308245	1.000000
0.022040	8.307036	1.000000
0.024050	8.305199	1.000000
0.026050	8.303716	1.000000
0.028060	8.305033	1.000000
0.030060	8.305102	1.000000
0.032060	8.303881	1.000000
0.034070	8.303778	1.000000
0.036070	8.303593	1.000000
0.038080	8.305467	1.000000
0.040080	8.302669	1.000000
0.042080	8.303538	1.000000
0.044090	8.304091	1.000000
0.046090	8.305496	1.000000
0.048100	8.304490	1.000000
0.050100	8.304517	1.000000
0.052100	8.304239	1.000000
0.054110	8.304965	1.000000
0.056110	8.303978	1.000000
0.058120	8.304440	1.000000
0.060120	8.306767	1.000000
0.062120	8.304123	1.000000
0.064130	8.303986	1.000000
0.066130	8.305899	1.000000
0.068140	8.304915	1.000000
0.070140	8.302730	1.000000
0.072140	8.304391	1.000000
0.074150	8.304197	1.000000
0.076150	8.306942	1.000000
0.078160	8.304117	1.000000
0.080160	8.302269	1.000000
0.082160	8.304848	1.000000
0.084170	8.304347	1.000000
0.086170	8.304001	1.000000
0.088180	8.303901	1.000000
0.090180	8.301964	1.000000
0.092180	8.302415	1.000000
0.094190	8.304564	1.000000
0.096190	8.303401	1.000000
0.098200	8.305207	1.000000
0.100200	8.303477	1.000000
0.102200	8.303028	1.000000
0.104210	8.304645	1.000000
0.106210	8.304977	1.000000
0.108220	8.305699	1.000000
0.110220	8.304701	1.000000
0.112220	8.305051	1.000000
0.114230	8.305563	1.000000
0.116230	8.304226	1.000000
0.118240	8.305167	1.000000
0.120240	8.305438	1.000000
0.122240	8.302988	1.000000
0.124250	8.305194	1.000000
0.126250	8.304186	1.000000
0.128260	8.302697	1.000000
0.130260	8.301538	1.000000
0.132260	8.305404	1.000000
0.134270	8.303469	1.000000
0.136270	8.302763	1.000000
0.138280	8.303911	1.000000
0.140280	8.303956	1.000000
0.142280	8.304879	1.000000
0.144290	8.303152	1.000000
0.146290	8.302485	1.000000
0.148300	8.303569	1.000000
0.150300	8.303854	1.000000
0.152300	8.305381	1.000000
0.154310	8.303472	1.000000
0.156310	8.304664	1.000000
0.158320	8.302416	1.000000
0.160320	8.304302	1.000000
0.162320	8.305029	1.000000
0.164330	8.301959	1.000000
